tsg_set,class,label,clase,etiqueta
1,DOID:4885,Colorado tick fever,DOID:4885,Fiebre por garrapatas de Colorado
1,DOID:4889,lymph node tuberculosis,DOID:4889,tuberculosis ganglionar
1,DOID:4890,juvenile myoclonic epilepsy,DOID:4890,epilepsia mioclónica juvenil
1,DOID:4892,middle ear adenocarcinoma,DOID:4892,adenocarcinoma del oído medio
1,DOID:4893,middle ear carcinoma,DOID:4893,carcinoma del oído medio
1,DOID:4894,rete ovarii adenocarcinoma,DOID:4894,adenocarcinoma de rete ovarii
1,DOID:4895,rete ovarii benign neoplasm,DOID:4895,rete ovarii neoplasia benigna
1,DOID:4896,bile duct adenocarcinoma,DOID:4896,adenocarcinoma de vías biliares
1,DOID:4897,bile duct carcinoma,DOID:4897,carcinoma de vías biliares
1,DOID:490,hemangioma of lung,DOID:490,hemangioma de pulmón
1,DOID:4901,peritoneal serous adenocarcinoma,DOID:4901,adenocarcinoma seroso peritoneal
1,DOID:4902,appendix carcinoma,DOID:4902,carcinoma de apéndice
1,DOID:4903,granular cell carcinoma,DOID:4903,carcinoma de células granulares
1,DOID:4905,pancreatic carcinoma,DOID:4905,carcinoma pancreático
1,DOID:4906,small intestine adenocarcinoma,DOID:4906,adenocarcinoma de intestino delgado
1,DOID:4907,small intestine carcinoma,DOID:4907,carcinoma de intestino delgado
1,DOID:4908,anal carcinoma,DOID:4908,carcinoma anal
1,DOID:4910,urethra adenocarcinoma,DOID:4910,adenocarcinoma de uretra
1,DOID:4914,esophagus adenocarcinoma,DOID:4914,adenocarcinoma de esófago
1,DOID:4915,basophilic adenocarcinoma,DOID:4915,adenocarcinoma basófilo
1,DOID:4916,pituitary carcinoma,DOID:4916,carcinoma hipofisario
1,DOID:4917,villous adenocarcinoma,DOID:4917,adenocarcinoma velloso
1,DOID:4918,renal pelvis adenocarcinoma,DOID:4918,adenocarcinoma de pelvis renal
1,DOID:4919,renal pelvis carcinoma,DOID:4919,carcinoma de pelvis renal
1,DOID:492,acquired hemangioma,DOID:492,hemangioma adquirido
1,DOID:4920,eccrine adenocarcinoma,DOID:4920,adenocarcinoma ecrino
1,DOID:4921,eccrine sweat gland cancer,DOID:4921,cáncer de glándulas sudoríparas ecrinas
1,DOID:4922,breast secretory carcinoma,DOID:4922,carcinoma secretor de mama
1,DOID:4923,thymus adenocarcinoma,DOID:4923,adenocarcinoma de timo
2,DOID:4926,bronchiolo-alveolar adenocarcinoma,DOID:4926,Adenocarcinoma bronquiolo-alveolar
1,DOID:4927,Klatskin's tumor,DOID:4927,tumor de Klatskin
1,DOID:4928,intrahepatic cholangiocarcinoma,DOID:4928,colangiocarcinoma intrahepático
1,DOID:4929,tubular adenocarcinoma,DOID:4929,adenocarcinoma tubular
1,DOID:4930,nasal cavity adenocarcinoma,DOID:4930,adenocarcinoma de cavidad nasal
NA,DOID:4931,nasal cavity carcinoma,DOID:4931,NA
1,DOID:4932,ampulla of Vater carcinoma,DOID:4932,carcinoma de la ampolla de Vater
1,DOID:4933,apocrine carcinoma,DOID:4933,carcinoma apocrino
1,DOID:4934,apocrine sweat gland cancer,DOID:4934,cáncer de glándulas sudoríparas apocrinas
1,DOID:4938,ureter adenocarcinoma,DOID:4938,adenocarcinoma de uréter
1,DOID:4939,ureter carcinoma,DOID:4939,carcinoma de uréter
1,DOID:4943,adenocarcinoma in situ,DOID:4943,adenocarcinoma in situ
1,DOID:4944,gastroesophageal junction adenocarcinoma,DOID:4944,adenocarcinoma de la unión gastroesofágica
1,DOID:4947,cholangiocarcinoma,DOID:4947,colangiocarcinoma
1,DOID:4948,gallbladder carcinoma,DOID:4948,carcinoma de vesícula biliar
1,DOID:495,sclerosing hemangioma,DOID:495,hemangioma esclerosante
1,DOID:4952,postpoliomyelitis syndrome,DOID:4952,síndrome postpoliomielítico
1,DOID:4953,poliomyelitis,DOID:4953,poliomielitis
1,DOID:4955,central nervous system melanocytic neoplasm,DOID:4955,neoplasia melanocítica del sistema nervioso central
1,DOID:4957,meninges hemangiopericytoma,DOID:4957,hemangiopericitoma meníngeo
1,DOID:4959,epidermolysis bullosa dystrophica,DOID:4959,epidermólisis bullosa distrófica
1,DOID:496,spindle cell hemangioma,DOID:496,hemangioma fusocelular
1,DOID:4960,bone marrow cancer,DOID:4960,cáncer de médula ósea
1,DOID:4961,bone marrow disease,DOID:4961,enfermedad de la médula ósea
1,DOID:4962,pericardial tuberculosis,DOID:4962,tuberculosis pericárdica
1,DOID:4964,neurotic disorder,DOID:4964,trastorno neurótico
1,DOID:4968,Nelson syndrome,DOID:4968,síndrome de Nelson
1,DOID:4969,Gerstmann syndrome,DOID:4969,síndrome de Gerstmann
1,DOID:4970,prosopagnosia,DOID:4970,prosopagnosia
1,DOID:4971,myelofibrosis,DOID:4971,mielofibrosis
1,DOID:4972,myelodysplastic/myeloproliferative neoplasm,DOID:4972,neoplasia mielodisplásica/mieloproliferativa
1,DOID:4974,actinobacillosis,DOID:4974,actinobacilosis
1,DOID:4976,elephantiasis,DOID:4976,elefantiasis
1,DOID:4977,lymphedema,DOID:4977,linfedema
1,DOID:4985,extraosseous Ewings sarcoma-primitive neuroepithelial tumor,DOID:4985,sarcoma de Ewings extraóseo - tumor neuroepitelial primitivo
1,DOID:4986,nonparalytic poliomyelitis,DOID:4986,poliomielitis no paralítica
1,DOID:4988,alcoholic pancreatitis,DOID:4988,pancreatitis alcohólica
1,DOID:4989,pancreatitis,DOID:4989,pancreatitis
2,DOID:4990,essential tremor,DOID:4990,Temblor esencial
1,DOID:4991,optic nerve astrocytoma,DOID:4991,astrocitoma del nervio óptico
1,DOID:4992,optic nerve glioma,DOID:4992,glioma del nervio óptico
1,DOID:4993,atypical polypoid adenomyoma,DOID:4993,adenomioma polipoide atípico
1,DOID:4994,adenomyoma of uterine corpus,DOID:4994,adenomioma del cuerpo uterino
1,DOID:4995,cervical adenomyoma,DOID:4995,adenomioma cervical
1,DOID:4997,Camurati-Engelmann disease,DOID:4997,Enfermedad de Camurati-Engelmann
1,DOID:4998,trichorhinophalangeal syndrome type II,DOID:4998,síndrome tricorrinofalángico tipo II
1,DOID:50,thyroid gland disease,DOID:50,enfermedad de la glándula tiroides
1,DOID:5003,eunuchism,DOID:5003,eunuquismo
1,DOID:501,central nervous system hemangioma,DOID:501,hemangioma del sistema nervioso central
2,DOID:5015,fibrolamellar carcinoma,DOID:5015,carcinoma fibrolamelar
1,DOID:5016,hepatocellular clear cell carcinoma,DOID:5016,carcinoma hepatocelular de células claras
1,DOID:502,central nervous system mesenchymal non-meningothelial tumor,DOID:502,tumor mesenquimal no meningotelial del sistema nervioso central
1,DOID:5022,aflatoxins-related hepatocellular carcinoma,DOID:5022,carcinoma hepatocelular relacionado con las aflatoxinas
1,DOID:5026,sclerosing hepatic carcinoma,DOID:5026,carcinoma hepático esclerosante
1,DOID:5030,pineal parenchymal tumor of intermediate differentiation,DOID:5030,tumor del parénquima pineal de diferenciación intermedia
1,DOID:5031,adult pineal parenchymal tumor,DOID:5031,tumor del parénquima pineal adulto
NA,DOID:5032,pineal gland cancer,DOID:5032,NA
1,DOID:5039,myoblastoma,DOID:5039,mioblastoma
1,DOID:5040,malignant granular cell esophageal tumor,DOID:5040,tumor esofágico maligno de células granulares
1,DOID:5041,esophageal cancer,DOID:5041,cáncer de esófago
1,DOID:5042,malignant granular cell myoblastoma,DOID:5042,mioblastoma maligno de células granulares
1,DOID:5043,vulvar granular cell tumor,DOID:5043,tumor vulvar de células granulares
1,DOID:5044,cardiac granular cell neoplasm,DOID:5044,neoplasia cardiaca de células granulares
1,DOID:5046,mediastinal granular cell myoblastoma,DOID:5046,mioblastoma mediastínico de células granulares
1,DOID:5047,granular cell tumor of the sellar region,DOID:5047,tumor de células granulares de la región selar
2,DOID:5048,posterior pituitary gland neoplasm,DOID:5048,neoplasia de la hipófisis posterior
1,DOID:505,hobnail hemangioma,DOID:505,hemangioma en caracol
1,DOID:5050,Ehrlich tumor carcinoma,DOID:5050,Carcinoma de tumor de Ehrlich
1,DOID:5052,melioidosis,DOID:5052,melioidosis
1,DOID:5056,adult cerebellar neoplasm,DOID:5056,neoplasia cerebelosa del adulto
1,DOID:5057,papillary meningioma of the cerebellum,DOID:5057,meningioma papilar del cerebelo
1,DOID:5058,rhabdoid meningioma,DOID:5058,meningioma rabdoide
1,DOID:5059,childhood cerebellar neoplasm,DOID:5059,neoplasia cerebelosa infantil
1,DOID:5062,phencyclidine abuse,DOID:5062,abuso de fenciclidina
1,DOID:5063,basosquamous carcinoma,DOID:5063,carcinoma basoescamoso
1,DOID:507,adjustment disorder,DOID:507,trastorno de adaptación
2,DOID:5074,high grade ependymoma,DOID:5074,Ependimoma de alto grado
1,DOID:5075,myxopapillary ependymoma,DOID:5075,ependimoma mixopapilar
1,DOID:5076,mixed glioma,DOID:5076,glioma mixto
1,DOID:5077,subependymal giant cell astrocytoma,DOID:5077,astrocitoma subependimario de células gigantes
2,DOID:5078,ganglioglioma,DOID:5078,ganglioglioma
1,DOID:5082,liver cirrhosis,DOID:5082,cirrosis hepática
1,DOID:5083,iodine hypothyroidism,DOID:5083,hipotiroidismo yodado
1,DOID:5088,mixed epithelial stromal tumour,DOID:5088,tumor del estroma epitelial mixto
1,DOID:5090,sternum cancer,DOID:5090,cáncer de esternón
2,DOID:5093,thoracic cancer,DOID:5093,cáncer torácico
1,DOID:5099,middle ear cancer,DOID:5099,cáncer de oído medio
1,DOID:5100,middle ear disease,DOID:5100,enfermedad del oído medio
1,DOID:5101,ear cancer,DOID:5101,cáncer de oído
1,DOID:5102,inner ear cancer,DOID:5102,cáncer de oído interno
1,DOID:5104,testicular infarct,DOID:5104,infarto testicular
1,DOID:5112,copper deficiency myelopathy,DOID:5112,mielopatía por deficiencia de cobre
1,DOID:5113,nutritional deficiency disease,DOID:5113,enfermedad por deficiencia nutricional
1,DOID:5117,dermoid cyst of ovary,DOID:5117,quiste dermoide de ovario
1,DOID:5118,ovarian cystic teratoma,DOID:5118,teratoma quístico ovárico
1,DOID:5119,ovarian cyst,DOID:5119,quiste ovárico
1,DOID:512,epididymal neoplasm,DOID:512,neoplasia epididimaria
1,DOID:5123,mediastinum leiomyoma,DOID:5123,leiomioma del mediastino
1,DOID:5124,fallopian tube leiomyoma,DOID:5124,leiomioma de las trompas de falopio
1,DOID:5125,extrahepatic bile duct leiomyoma,DOID:5125,leiomioma de la vía biliar extrahepática
1,DOID:5126,central nervous system leiomyoma,DOID:5126,leiomioma del sistema nervioso central
1,DOID:5127,bizarre leiomyoma,DOID:5127,leiomioma extraño
1,DOID:5128,deep leiomyoma,DOID:5128,leiomioma profundo
1,DOID:5129,simple partial epilepsy,DOID:5129,epilepsia parcial simple
1,DOID:5132,leiomyoma cutis,DOID:5132,leiomioma cutis
1,DOID:5134,anus leiomyoma,DOID:5134,leiomioma de ano
1,DOID:5136,lung leiomyoma,DOID:5136,leiomioma pulmonar
1,DOID:5137,pericardium leiomyoma,DOID:5137,leiomioma pericárdico
1,DOID:5138,leiomyomatosis,DOID:5138,leiomiomatosis
1,DOID:5139,cellular leiomyoma,DOID:5139,leiomioma celular
1,DOID:5140,gallbladder leiomyoma,DOID:5140,leiomioma de vesícula biliar
1,DOID:5142,vulvar leiomyoma,DOID:5142,leiomioma vulvar
1,DOID:5143,large bowel leiomyoma,DOID:5143,leiomioma del intestino grueso
1,DOID:5146,appendix leiomyoma,DOID:5146,leiomioma del apéndice
1,DOID:5147,dartoic leiomyoma,DOID:5147,leiomioma dartoico
1,DOID:5149,epithelioid neurofibroma,DOID:5149,neurofibroma epitelioide
1,DOID:5150,neurofibroma of gallbladder,DOID:5150,neurofibroma de vesícula biliar
1,DOID:5151,plexiform neurofibroma,DOID:5151,neurofibroma plexiforme
1,DOID:5152,cellular neurofibroma,DOID:5152,neurofibroma celular
1,DOID:5153,atypical neurofibroma,DOID:5153,neurofibroma atípico
1,DOID:5154,borna disease,DOID:5154,enfermedad de borna
1,DOID:5155,multiple mucosal neuroma,DOID:5155,neuroma mucoso múltiple
1,DOID:5157,benign pleural mesothelioma,DOID:5157,mesotelioma pleural benigno
1,DOID:5158,pleural cancer,DOID:5158,cáncer de pleura
1,DOID:5160,arteriosclerosis obliterans,DOID:5160,arteriosclerosis obliterante
1,DOID:5161,Monckeberg arteriosclerosis,DOID:5161,arteriosclerosis de Monckeberg
1,DOID:5162,arteriolosclerosis,DOID:5162,arteriolosclerosis
1,DOID:5165,uterine corpus sarcoma,DOID:5165,sarcoma del cuerpo uterino
1,DOID:5166,endometrial stromal tumor,DOID:5166,tumor del estroma endometrial
1,DOID:5169,ovarian endometrioid stromal sarcoma,DOID:5169,sarcoma estromal endometrioide ovárico
1,DOID:5170,vaginal endometrial stromal sarcoma,DOID:5170,sarcoma estromal endometrial vaginal
1,DOID:5171,vaginal endometrial stromal tumor,DOID:5171,tumor estromal endometrial vaginal
1,DOID:5172,endometrium carcinoma in situ,DOID:5172,carcinoma de endometrio in situ
1,DOID:5176,renal Wilms' tumor,DOID:5176,tumor de Wilms renal
1,DOID:5178,metachronous kidney Wilms' tumor,DOID:5178,tumor de Wilms renal metacrónico
1,DOID:5179,mixed cell type kidney Wilms' tumor,DOID:5179,tumor de Wilms renal de tipo celular mixto
1,DOID:518,scrotum neoplasm,DOID:518,neoplasia del escroto
1,DOID:5182,blastema predominant kidney Wilms' tumor,DOID:5182,riñón con blastema predominante Tumor de Wilms
1,DOID:5183,hereditary Wilms' tumor,DOID:5183,tumor de Wilms hereditario
1,DOID:5189,epithelial predominant Wilms' tumor,DOID:5189,tumor de Wilms de predominio epitelial
1,DOID:519,aortitis,DOID:519,aortitis
1,DOID:5190,cervical Wilms' tumor,DOID:5190,tumor de Wilms cervical
1,DOID:5191,stromal predominant kidney Wilms' tumor,DOID:5191,tumor de Wilms de predominio estromal renal
1,DOID:5193,nodular ganglioneuroblastoma,DOID:5193,ganglioneuroblastoma nodular
1,DOID:5194,intermixed schwannian stroma-rich ganglioneuroblastoma,DOID:5194,ganglioneuroblastoma rico en estroma schwanniano entremezclado
1,DOID:5195,peripheral nervous system ganglioneuroblastoma,DOID:5195,ganglioneuroblastoma del sistema nervioso periférico
1,DOID:5196,fallopian tube adenomatoid tumor,DOID:5196,tumor adenomatoide de las trompas de Falopio
1,DOID:5199,ureteral obstruction,DOID:5199,obstrucción ureteral
2,DOID:520,aortic disease,DOID:520,enfermedad aórtica
1,DOID:5200,urinary tract obstruction,DOID:5200,obstrucción de las vías urinarias
1,DOID:5204,"fructose-1,6-bisphosphatase deficiency",DOID:5204,"deficiencia de fructosa-1,6-bisfosfatasa"
1,DOID:5207,monodermal teratoma,DOID:5207,teratoma monodérmico
1,DOID:5208,malignant struma ovarii,DOID:5208,estruma ovarii maligno
1,DOID:5213,chronic inflammatory demyelinating polyradiculoneuropathy,DOID:5213,polirradiculoneuropatía desmielinizante inflamatoria crónica
1,DOID:5214,demyelinating polyneuropathy,DOID:5214,polineuropatía desmielinizante
1,DOID:5221,chronic polyneuropathy,DOID:5221,polineuropatía crónica
1,DOID:5222,acute necrotizing encephalitis,DOID:5222,encefalitis necrotizante aguda
1,DOID:5223,infertility,DOID:5223,infertilidad
1,DOID:5224,acute hemorrhagic encephalitis,DOID:5224,encefalitis hemorrágica aguda
1,DOID:5225,von Economo's disease,DOID:5225,enfermedad de von Economo
1,DOID:5230,hepatoerythropoietic porphyria,DOID:5230,porfiria hepatoeritropoyética
1,DOID:5232,aortic valve prolapse,DOID:5232,prolapso de la válvula aórtica
1,DOID:5233,glomangiosarcoma,DOID:5233,glomangiosarcoma
1,DOID:5236,subungual glomus tumor,DOID:5236,tumor glómico subungueal
1,DOID:5238,benign perivascular tumor,DOID:5238,tumor perivascular benigno
1,DOID:5240,retinal hemangioblastoma,DOID:5240,hemangioblastoma retiniano
1,DOID:5241,hemangioblastoma,DOID:5241,hemangioblastoma
1,DOID:525,central nervous system vasculitis,DOID:525,vasculitis del sistema nervioso central
1,DOID:5251,inflammatory leiomyosarcoma,DOID:5251,leiomiosarcoma inflamatorio
1,DOID:5253,conventional leiomyosarcoma,DOID:5253,leiomiosarcoma convencional
1,DOID:5254,central nervous system leiomyosarcoma,DOID:5254,leiomiosarcoma del sistema nervioso central
1,DOID:5258,granular cell leiomyosarcoma,DOID:5258,leiomiosarcoma de células granulares
1,DOID:5259,colon leiomyosarcoma,DOID:5259,leiomiosarcoma de colon
1,DOID:526,human immunodeficiency virus infectious disease,DOID:526,enfermedad infecciosa por el virus de la inmunodeficiencia humana
1,DOID:5260,colon sarcoma,DOID:5260,sarcoma de colon
1,DOID:5261,heart leiomyosarcoma,DOID:5261,leiomiosarcoma cardíaco
1,DOID:5262,heart sarcoma,DOID:5262,sarcoma cardíaco
1,DOID:5263,ovary leiomyosarcoma,DOID:5263,leiomiosarcoma de ovario
1,DOID:5264,epithelioid leiomyosarcoma,DOID:5264,leiomiosarcoma epitelioide
1,DOID:5265,lung leiomyosarcoma,DOID:5265,leiomiosarcoma pulmonar
1,DOID:5267,anus leiomyosarcoma,DOID:5267,leiomiosarcoma de ano
1,DOID:5268,myxoid leiomyosarcoma,DOID:5268,leiomiosarcoma mixoide
1,DOID:5271,small intestine leiomyosarcoma,DOID:5271,leiomiosarcoma de intestino delgado
1,DOID:5272,small intestinal sarcoma,DOID:5272,sarcoma del intestino delgado
1,DOID:5273,cutaneous leiomyosarcoma,DOID:5273,leiomiosarcoma cutáneo
1,DOID:5274,malignant dermis tumor,DOID:5274,tumor maligno de la dermis
1,DOID:5275,gallbladder leiomyosarcoma,DOID:5275,leiomiosarcoma de vesícula biliar
1,DOID:5276,esophagus leiomyosarcoma,DOID:5276,leiomiosarcoma de esófago
1,DOID:528,hydrarthrosis,DOID:528,hidrartrosis
1,DOID:5280,gastric leiomyosarcoma,DOID:5280,leiomiosarcoma gástrico
1,DOID:5282,prostate leiomyosarcoma,DOID:5282,leiomiosarcoma de próstata
1,DOID:5283,vagina leiomyosarcoma,DOID:5283,leiomiosarcoma de vagina
1,DOID:5284,retroperitoneal leiomyosarcoma,DOID:5284,leiomiosarcoma retroperitoneal
1,DOID:5285,breast leiomyosarcoma,DOID:5285,leiomiosarcoma de mama
1,DOID:5286,vulvar leiomyosarcoma,DOID:5286,leiomiosarcoma vulvar
1,DOID:5287,kidney leiomyosarcoma,DOID:5287,leiomiosarcoma renal
1,DOID:5288,larynx leiomyosarcoma,DOID:5288,leiomiosarcoma de laringe
1,DOID:5289,uterus leiomyosarcoma,DOID:5289,leiomiosarcoma uterino
1,DOID:529,blepharospasm,DOID:529,blefaroespasmo
1,DOID:5292,mediastinum leiomyosarcoma,DOID:5292,leiomiosarcoma de mediastino
1,DOID:5293,extrahepatic bile duct leiomyosarcoma,DOID:5293,leiomiosarcoma de la vía biliar extrahepática
1,DOID:5295,intestinal disease,DOID:5295,enfermedad intestinal
1,DOID:5296,liver leiomyosarcoma,DOID:5296,leiomiosarcoma hepático
1,DOID:5297,rectum leiomyosarcoma,DOID:5297,leiomiosarcoma de recto
1,DOID:5299,endometrial clear cell adenocarcinoma,DOID:5299,adenocarcinoma endometrial de células claras
1,DOID:53,pituitary gland disease,DOID:53,enfermedad de la glándula pituitaria
1,DOID:530,eyelid disease,DOID:530,enfermedad del párpado
1,DOID:5301,fallopian tube clear cell adenocarcinoma,DOID:5301,adenocarcinoma de células claras de las trompas de Falopio
1,DOID:5302,uterine ligament clear cell adenocarcinoma,DOID:5302,adenocarcinoma de células claras del ligamento uterino
1,DOID:5303,cervical clear cell adenocarcinoma,DOID:5303,adenocarcinoma cervical de células claras
1,DOID:5304,ovarian clear cell adenocarcinoma,DOID:5304,adenocarcinoma ovárico de células claras
1,DOID:5306,bladder clear cell adenocarcinoma,DOID:5306,adenocarcinoma de células claras de vejiga
1,DOID:5307,urethra clear cell adenocarcinoma,DOID:5307,adenocarcinoma de células claras de la uretra
1,DOID:5308,ampulla of Vater clear cell adenocarcinoma,DOID:5308,adenocarcinoma de células claras de la ampolla de Vater
1,DOID:5309,epithelial-myoepithelial carcinoma,DOID:5309,carcinoma epitelial-mioepitelial
1,DOID:5310,glycogen-rich clear cell breast carcinoma,DOID:5310,carcinoma de mama de células claras rico en glucógeno
1,DOID:5313,vulvar alveolar soft part sarcoma,DOID:5313,sarcoma vulvar alveolar de partes blandas
1,DOID:5324,fallopian tube germ cell cancer,DOID:5324,cáncer de células germinales de las trompas de Falopio
1,DOID:5325,Roberts syndrome,DOID:5325,Síndrome de Roberts
1,DOID:5327,retinal detachment,DOID:5327,desprendimiento de retina
1,DOID:533,thymus gland disease,DOID:533,enfermedad del timo
1,DOID:5330,dental pulp disease,DOID:5330,La enfermedad de la pulpa dental
1,DOID:5331,testicular granulosa cell tumor,DOID:5331,tumor de células de la granulosa testicular
1,DOID:5334,paraphimosis,DOID:5334,parafimosis
1,DOID:5337,epulis,DOID:5337,epulis
1,DOID:5338,gingival hypertrophy,DOID:5338,hipertrofia gingival
1,DOID:5339,cyclic hematopoiesis,DOID:5339,hematopoyesis cíclica
1,DOID:5340,anterograde amnesia,DOID:5340,amnesia anterógrada
1,DOID:5341,pineal region yolk sac tumor,DOID:5341,tumor del saco vitelino de la región pineal
1,DOID:5342,childhood endodermal sinus tumor,DOID:5342,tumor del seno endodérmico infantil
1,DOID:5343,central nervous system endodermal sinus tumor,DOID:5343,tumor del seno endodérmico del sistema nervioso central
1,DOID:5344,testicular yolk sac tumor,DOID:5344,tumor del saco vitelino testicular
1,DOID:5345,testicular non-seminomatous germ cell cancer,DOID:5345,cáncer testicular de células germinales no seminomatoso
1,DOID:5348,adult endodermal sinus tumor,DOID:5348,tumor del seno endodérmico adulto
1,DOID:5349,central nervous system adult germ cell tumor,DOID:5349,tumor de células germinales adultas del sistema nervioso central
1,DOID:535,sleep disorder,DOID:535,trastorno del sueño
1,DOID:5350,ovarian endodermal sinus tumor,DOID:5350,tumor del seno endodérmico ovárico
1,DOID:5351,ovarian primitive germ cell tumor,DOID:5351,tumor germinal primitivo de ovario
1,DOID:5353,colonic disease,DOID:5353,enfermedad colónica
1,DOID:5362,focal epithelial hyperplasia,DOID:5362,hiperplasia epitelial focal
1,DOID:5363,myxoid liposarcoma,DOID:5363,liposarcoma mixoide
1,DOID:5364,pulmonary coin lesion,DOID:5364,lesión pulmonar en moneda
1,DOID:5368,Wolffian duct adenocarcinoma,DOID:5368,adenocarcinoma del conducto de Wolff
1,DOID:5370,breast hemangiopericytoma,DOID:5370,hemangiopericitoma mamario
1,DOID:5373,retroperitoneal hemangiopericytoma,DOID:5373,hemangiopericitoma retroperitoneal
1,DOID:5374,pilomatrixoma,DOID:5374,pilomatrixoma
1,DOID:5375,hair follicle neoplasm,DOID:5375,neoplasia del folículo piloso
1,DOID:5376,skin pilomatrix carcinoma,DOID:5376,carcinoma pilomatriz cutáneo
1,DOID:538,internuclear ophthalmoplegia,DOID:538,oftalmoplejia internuclear
1,DOID:5381,bile duct adenoma,DOID:5381,adenoma de vías biliares
1,DOID:5382,Bartholin's gland adenoma,DOID:5382,adenoma de la glándula de Bartolino
1,DOID:5384,bile duct cystadenoma,DOID:5384,cistadenoma de vías biliares
1,DOID:5385,mixed cell adenoma,DOID:5385,adenoma de células mixtas
1,DOID:5386,lung adenoma,DOID:5386,adenoma pulmonar
1,DOID:5387,middle ear adenoma,DOID:5387,adenoma del oído medio
1,DOID:5389,oxyphilic adenoma,DOID:5389,adenoma oxifílico
1,DOID:539,ophthalmoplegia,DOID:539,oftalmoplejia
1,DOID:5390,clear cell adenoma,DOID:5390,adenoma de células claras
1,DOID:5391,bronchus adenoma,DOID:5391,adenoma bronquial
1,DOID:5392,acidophil adenoma,DOID:5392,adenoma acidófilo
1,DOID:5393,brain angioma,DOID:5393,angioma cerebral
1,DOID:5394,prolactinoma,DOID:5394,prolactinoma
1,DOID:5395,functioning pituitary adenoma,DOID:5395,adenoma hipofisario funcionante
1,DOID:5396,prolactin producing pituitary tumor,DOID:5396,tumor hipofisario productor de prolactina
1,DOID:5398,lipoadenoma,DOID:5398,lipoadenoma
1,DOID:540,strabismus,DOID:540,estrabismo
1,DOID:5401,water-clear cell adenoma,DOID:5401,adenoma de células claras
1,DOID:5402,vaginal adenoma,DOID:5402,adenoma vaginal
1,DOID:5403,microcystic adenoma,DOID:5403,adenoma microquístico
1,DOID:5408,Paget's disease of bone,DOID:5408,Enfermedad de Paget ósea
1,DOID:5409,lung small cell carcinoma,DOID:5409,carcinoma pulmonar de células pequeñas
1,DOID:5410,pulmonary neuroendocrine tumor,DOID:5410,tumor neuroendocrino pulmonar
1,DOID:5411,lung oat cell carcinoma,DOID:5411,carcinoma pulmonar de células de avena
1,DOID:5414,lung occult small cell carcinoma,DOID:5414,carcinoma pulmonar oculto de células pequeñas
1,DOID:5418,schizoaffective disorder,DOID:5418,trastorno esquizoafectivo
1,DOID:5419,schizophrenia,DOID:5419,esquizofrenia
1,DOID:5421,lung combined type small cell carcinoma,DOID:5421,carcinoma pulmonar de células pequeñas de tipo combinado
1,DOID:5425,ovarian hyperstimulation syndrome,DOID:5425,síndrome de hiperestimulación ovárica
2,DOID:5426,primary ovarian insufficiency,DOID:5426,Insuficiencia ovárica primaria
1,DOID:5427,urinary bladder villous adenoma,DOID:5427,adenoma velloso de vejiga urinaria
1,DOID:5429,bladder flat intraepithelial lesion,DOID:5429,lesión intraepitelial plana vesical
1,DOID:543,dystonia,DOID:543,distonía
1,DOID:5432,bladder papillary transitional cell neoplasm,DOID:5432,neoplasia papilar vesical de células de transición
1,DOID:5433,urinary tract papillary transitional cell benign neoplasm,DOID:5433,neoplasia benigna papilar de células transicionales del tracto urinario
1,DOID:5434,scrapie,DOID:5434,tembladera
1,DOID:5435,variant Creutzfeldt-Jakob disease,DOID:5435,variante de la enfermedad de Creutzfeldt-Jakob
1,DOID:5437,intrahepatic bile duct adenoma,DOID:5437,adenoma de la vía biliar intrahepática
1,DOID:5438,extrahepatic bile duct adenoma,DOID:5438,adenoma de la vía biliar extrahepática
1,DOID:5439,papillary hidradenoma,DOID:5439,hidradenoma papilar
1,DOID:5442,eccrine acrospiroma,DOID:5442,acrospiroma ecrino
1,DOID:5443,clear cell hidradenoma,DOID:5443,hidradenoma de células claras
1,DOID:5444,spiradenoma,DOID:5444,espiradenoma
1,DOID:5445,syringocystadenoma papilliferum,DOID:5445,siringocistadenoma papilífero
1,DOID:5446,eccrine papillary adenoma,DOID:5446,adenoma papilar ecrino
2,DOID:5453,pulmonary venoocclusive disease,DOID:5453,enfermedad venooclusiva pulmonar
1,DOID:5457,laryngeal neuroendocrine tumor,DOID:5457,tumor neuroendocrino laríngeo
1,DOID:5463,cochlear disease,DOID:5463,enfermedad coclear
1,DOID:5465,conjunctival intraepithelial neoplasm,DOID:5465,neoplasia intraepitelial conjuntival
1,DOID:5467,conjunctival cancer,DOID:5467,cáncer conjuntival
1,DOID:5468,biliary papillomatosis,DOID:5468,papilomatosis biliar
1,DOID:5469,biliary tract intraductal papillary mucinous neoplasm,DOID:5469,neoplasia mucinosa papilar intraductal del tracto biliar
1,DOID:5474,ovarian serous adenofibroma,DOID:5474,adenofibroma seroso ovárico
1,DOID:5475,uterine corpus adenofibroma,DOID:5475,adenofibroma del cuerpo uterino
1,DOID:5476,cervical adenofibroma,DOID:5476,adenofibroma cervical
1,DOID:5477,clear cell adenofibroma,DOID:5477,adenofibroma de células claras
1,DOID:5478,fallopian tube adenofibroma,DOID:5478,adenofibroma de las trompas de Falopio
1,DOID:5479,papillary adenofibroma,DOID:5479,adenofibroma papilar
1,DOID:5480,ovarian endometrioid adenofibroma,DOID:5480,adenofibroma endometrioide ovárico
1,DOID:5482,cystadenofibroma,DOID:5482,cistadenofibroma
