class,synonym,clase,sinónimo
DOID:13550,Narrow cleft glaucoma,DOID:13550,Glaucoma de hendidura estrecha
DOID:13550,primary open-angle glaucoma with narrow angles,DOID:13550,glaucoma primario de ángulo abierto con ángulos estrechos
DOID:13560,subserous leiomyoma of uterus,DOID:13560,leiomioma subseroso de útero
DOID:13561,Drusen of optic disc,DOID:13561,Drusas del disco óptico
DOID:13561,optic nerve head drusen,DOID:13561,drusas en la cabeza del nervio óptico
DOID:1357,malignant neoplasm of antrum,DOID:1357,neoplasia maligna del antro
DOID:1357,malignant tumor of the maxillary sinus,DOID:1357,tumor maligno del seno maxilar
DOID:13576,Fetal blood loss from fetal hemorrhage into co-twin,DOID:13576,Pérdida de sangre fetal por hemorragia fetal en el co-twin
DOID:13576,Fetal hemorrhage into co-twin,DOID:13576,Hemorragia fetal en el co-gemelo
DOID:13576,Twin to twin transfusion,DOID:13576,Transfusión de gemelo a gemelo
DOID:13576,Twin-to-twin blood transfer,DOID:13576,Transferencia de sangre entre gemelos
DOID:13579,Kwashiokor,DOID:13579,Kwashiokor
DOID:13579,Nutritional edema with dyspigmentation of skin and hair,DOID:13579,Edema nutricional con despigmentación de la piel y el cabello
DOID:13579,Nutritional oedema with dyspigmentation of skin and/or hair,DOID:13579,Edema nutricional con despigmentación de la piel y/o el cabello
DOID:1358,neoplasm of maxillary sinus,DOID:1358,neoplasia del seno maxilar
DOID:1358,tumor of Maxillofacial sinus,DOID:1358,tumor de seno maxilofacial
DOID:13580,Obstruction of bile duct,DOID:13580,Obstrucción de la vía biliar
DOID:13580,bile occlusion,DOID:13580,oclusión biliar
DOID:13585,Alveolitis of jaw,DOID:13585,Alveolitis mandibular
DOID:13585,Dry socket,DOID:13585,Enchufe seco
DOID:13585,Dry tooth socket,DOID:13585,Alveolo dental seco
DOID:13589,"Infertility, female, of uterine origin",DOID:13589,Infertilidad femenina de origen uterino
DOID:13593,Eclampsia in puerperium,DOID:13593,Eclampsia en el puerperio
DOID:13593,"Eclampsia, postpartum",DOID:13593,Eclampsia posparto
DOID:13593,Postpartum eclampsia,DOID:13593,Eclampsia posparto
DOID:136,malignant vaginal mixed epithelial and mesenchymal tumor,DOID:136,tumor vaginal maligno mixto epitelial y mesenquimal
DOID:136,vaginal malignant mixed Mullerian tumor,DOID:136,tumor mülleriano mixto maligno vaginal
DOID:136,vaginal malignant mixed mesodermal (mullerian) tumor,DOID:136,tumor mesodérmico mixto maligno vaginal (mulleriano)
DOID:136,vaginal mixed epithelial and mesenchymal tumor,DOID:136,tumor vaginal mixto epitelial y mesenquimal
DOID:1360,malignant neoplasm of frontal sinus,DOID:1360,neoplasia maligna del seno frontal
DOID:1360,malignant tumor of frontal sinus,DOID:1360,tumor maligno del seno frontal
DOID:1360,malignant tumor of the Frontal sinus,DOID:1360,tumor maligno del seno frontal
DOID:13603,Cholestatic Jaundice,DOID:13603,Ictericia colestásica
DOID:13603,Cholestatic jaundice syndrome,DOID:13603,Síndrome de ictericia colestásica
DOID:13603,Obstructive hyperbilirubinemia,DOID:13603,Hiperbilirrubinemia obstructiva
DOID:13608,Atresia of bile duct,DOID:13608,Atresia de vía biliar
DOID:13608,Congenital biliary atresia,DOID:13608,Atresia biliar congénita
DOID:13608,"biliary atresia, congenital",DOID:13608,atresia biliar congénita
DOID:1361,neoplasm of frontal sinus,DOID:1361,neoplasia del seno frontal
DOID:1361,tumor of the Frontal sinus,DOID:1361,tumor del seno frontal
DOID:13619,extrahepatic biliary Stasis,DOID:13619,estasis biliar extrahepática
DOID:13619,extrahepatic obstructive biliary disease,DOID:13619,enfermedad biliar obstructiva extrahepática
DOID:1362,sarcoma of Accessory sinus,DOID:1362,sarcoma de seno accesorio
DOID:2326,cholera morbus,DOID:2326,cólera morbo
DOID:2326,"infectious colitis, enteritis and gastroenteritis",DOID:2326,"colitis infecciosa, enteritis y gastroenteritis"
DOID:2862,Glucose-6-phosphate dehydrogenase deficiency,DOID:2862,Deficiencia de glucosa-6-fosfato deshidrogenasa
DOID:2862,deficiency of G-6PD,DOID:2862,deficiencia de G-6PD
DOID:2498,generalized erosion,DOID:2498,erosión generalizada
DOID:2498,localized erosion,DOID:2498,erosión localizada
DOID:1363,malignant neoplasm of ethmoidal sinus,DOID:1363,neoplasia maligna del seno etmoidal
DOID:1363,malignant tumor of ethmoid sinus,DOID:1363,tumor maligno del seno etmoidal
DOID:1363,malignant tumor of ethmoidal sinus,DOID:1363,tumor maligno del seno etmoidal
DOID:1364,neoplasm of ethmoidal sinus,DOID:1364,neoplasia del seno etmoidal
DOID:1364,tumor of ethmoidal sinus,DOID:1364,tumor del seno etmoidal
DOID:13641,Pseudoexfoliation glaucoma,DOID:13641,Glaucoma por pseudoexfoliación
DOID:13641,Pseudoexfoliation syndrome,DOID:13641,Síndrome de pseudoexfoliación
DOID:13654,Stenosis of lacrimal canaliculi,DOID:13654,Estenosis de los canalículos lagrimales
DOID:13655,"Stenosis of nasolacrimal duct, acquired",DOID:13655,"Estenosis del conducto nasolagrimal, adquirida"
DOID:13655,Tear duct - acquired stenosis,DOID:13655,Conducto lagrimal - estenosis adquirida
DOID:13655,acquired nasolacrimal duct stenosis,DOID:13655,estenosis adquirida del conducto nasolagrimal
DOID:13655,acquired stenosis of nasolacrimal duct,DOID:13655,estenosis adquirida del conducto nasolagrimal
DOID:13664,Encephalitis following immunization procedures,DOID:13664,Encefalitis tras procedimientos de inmunización
DOID:13664,Postvaccinal encephalomyelitis,DOID:13664,Encefalomielitis postvacunal
DOID:13677,"Synovitis, acne, pustulosis palmaris, hyperostosis, osteomyelitis syndrome",DOID:13677,"Sinovitis, acné, pustulosis palmar, hiperostosis, síndrome de osteomielitis"
DOID:13689,Prostatic lithiasis,DOID:13689,Litiasis prostática
DOID:13689,Prostatic stone,DOID:13689,Cálculo prostático
DOID:13689,Stone of prostate,DOID:13689,Piedra de próstata
DOID:13689,calculus of prostate,DOID:13689,cálculo de próstata
DOID:13690,Gonococcal cystitis,DOID:13690,Cistitis gonocócica
DOID:13690,acute gonorrhea of bladder,DOID:13690,gonorrea aguda de vejiga
DOID:13691,skin Dermoid,DOID:13691,Dermoide cutáneo
DOID:2658,Dermoid choristoma,DOID:2658,Coristoma dermoide
DOID:2658,Dermoid tumour,DOID:2658,Tumor dermoide
DOID:2658,Mature cystic teratoma,DOID:2658,Teratoma quístico maduro
DOID:2658,cystic dermoid choristoma,DOID:2658,coristoma quístico dermoide
DOID:2658,"teratoma, benign",DOID:2658,teratoma benigno
DOID:137,squamous papilloma of vagina,DOID:137,papiloma escamoso de la vagina
DOID:1371,uterine corpus adenomatoid tumour,DOID:1371,tumor adenomatoide del cuerpo uterino
DOID:1371,uterine corpus localised epithelial Mesothelioma,DOID:1371,Mesotelioma epitelial localizado del cuerpo uterino
DOID:1371,uterine corpus localized epithelial Mesothelioma,DOID:1371,Mesotelioma epitelial localizado del cuerpo uterino
DOID:13711,Intrinsic enamel discolouration of fluorosis,DOID:13711,Decoloración intrínseca del esmalte por fluorosis
DOID:13711,Mottled teeth,DOID:13711,Dientes moteados
DOID:13711,Mottling of enamel,DOID:13711,Moteado del esmalte
DOID:13714,Complete absence of teeth,DOID:13714,Ausencia total de dientes
DOID:13714,Developmental absence of tooth,DOID:13714,Ausencia de diente en el desarrollo
DOID:13714,Total anodontia of permanent and deciduous teeth,DOID:13714,Anodoncia total de dientes permanentes y caducos
DOID:13717,Total or mature cataract,DOID:13717,Catarata total o madura
DOID:13717,"Total, mature senile cataract",DOID:13717,Catarata senil madura total
DOID:13736,Inflammatory disease of the uterus,DOID:13736,Enfermedad inflamatoria del útero
DOID:13738,infarct of liver,DOID:13738,infarto de hígado
DOID:13739,chronic passive congestion of liver,DOID:13739,congestión crónica pasiva del hígado
DOID:13743,Lipoma of spinal cord,DOID:13743,Lipoma de la médula espinal
DOID:6293,Lipoma of the CNS,DOID:6293,Lipoma del SNC
DOID:1375,urinary tract infection of newborn,DOID:1375,infección urinaria del recién nacido
DOID:13757,Epiphora,DOID:13757,Epífora
DOID:13757,Excessive tear production,DOID:13757,Producción excesiva de lágrimas
DOID:13757,Watering eye,DOID:13757,Ojo lloroso
DOID:13760,Infestation by Phthirus pubis,DOID:13760,Infestación por Phthirus pubis
DOID:13760,Pediculosis Pubis,DOID:13760,Pediculosis Pubis
DOID:13760,Pediculus pubis,DOID:13760,Pedículo púbico
DOID:13760,Phthiriasis pubis,DOID:13760,Phthiriasis pubis
DOID:13760,Phthirus pubis,DOID:13760,Phthirus pubis
DOID:13760,Phthirus/pediculus pubis - pubic lice - crabs,DOID:13760,Phthirus/pediculus pubis - piojos púbicos - ladillas
DOID:13760,crabs,DOID:13760,cangrejos
DOID:5502,Infestation by Pediculus,DOID:5502,Infestación por Pediculus
DOID:5502,Louse infestation,DOID:5502,Infestación por piojos
DOID:5502,Pediculosis + lice,DOID:5502,Pediculosis + piojos
DOID:5502,Pediculosis and phthirus infections,DOID:5502,Pediculosis e infecciones por phthirus
DOID:5502,Pediculosis and phthirus infestation,DOID:5502,Pediculosis e infestación por phthirus
DOID:5502,mixed pediculosis,DOID:5502,pediculosis mixta
DOID:5502,mixed pediculosis infestation,DOID:5502,infestación mixta por pediculosis
DOID:5502,pediculosis,DOID:5502,pediculosis
DOID:5502,pediculosis and phthirus infection,DOID:5502,pediculosis e infección por phthirus
DOID:13767,Oriental liver fluke disease,DOID:13767,Gripe hepática oriental
DOID:13768,Infection by Opisthorchis,DOID:13768,Infección por Opisthorchis
DOID:13774,Addison disease,DOID:13774,Enfermedad de Addison
DOID:13774,"Addison disease, chronic adrenal insufficiency",DOID:13774,"Enfermedad de Addison, insuficiencia suprarrenal crónica"
DOID:13774,"HYPOADRENOCORTICISM, FAMILIAL",DOID:13774,HIPOADRENOCORTICISMO FAMILIAR
DOID:13774,primary adrenocortical insufficiency,DOID:13774,insuficiencia corticosuprarrenal primaria
DOID:13774,primary hypoadrenalism,DOID:13774,hipoadrenalismo primario
DOID:13775,Verruca plantaris,DOID:13775,Verruga plantar
DOID:13778,"Ulcus molle, skin",DOID:13778,"Ulcus molle, piel"
DOID:13781,benign joint hypermobility,DOID:13781,hipermovilidad articular benigna
DOID:13787,"Anterior staphyloma, localised",DOID:13787,"Estafiloma anterior, localizado"
DOID:13787,"Anterior staphyloma, localized",DOID:13787,"Estafiloma anterior, localizado"
DOID:13787,localised anterior staphyloma,DOID:13787,estafiloma anterior localizado
DOID:13790,acute myringitis,DOID:13790,miringitis aguda
DOID:13791,Bullous myringitis,DOID:13791,Miringitis bullosa
DOID:13799,malignant neoplasm of central part of female breast,DOID:13799,neoplasia maligna de la parte central de la mama femenina
DOID:13799,malignant neoplasm of central portion of female breast,DOID:13799,neoplasia maligna de la porción central de la mama femenina
DOID:1380,endometrial Ca,DOID:1380,Cancer y canciroma endometrial
DOID:1380,endometrial neoplasm,DOID:1380,neoplasia endometrial
DOID:1380,malignant endometrial neoplasm,DOID:1380,neoplasia endometrial maligna
DOID:1380,malignant neoplasm of endometrium,DOID:1380,neoplasia maligna de endometrio
DOID:1380,neoplasm of endometrium,DOID:1380,neoplasia de endometrio
DOID:1380,primary malignant neoplasm of endometrium,DOID:1380,neoplasia maligna primaria de endometrio
DOID:1380,tumor of Endometrium,DOID:1380,tumor de Endometrio
DOID:13800,Chlamydial conjunctivitis,DOID:13800,Conjuntivitis clamidial
DOID:13800,Inclusion blennorrhoea,DOID:13800,Blenorrea de inclusión
DOID:13800,adult inclusion conjunctivitis,DOID:13800,conjuntivitis de inclusión del adulto
DOID:13800,inclusion blenorrhea,DOID:13800,blenorrea de inclusión
DOID:13800,Paratrachoma,DOID:13800,Paratrachoma
DOID:13801,Adenoviral pharyngoconjunctivitis,DOID:13801,Faringoconjuntivitis adenovírica
DOID:13801,pharyngo-conjunctival fever,DOID:13801,fiebre faringo-conjuntival
DOID:13809,familial multiple lipoprotein-type hyperlipidemia,DOID:13809,hiperlipidemia familiar de tipo lipoproteico múltiple
DOID:13809,hyperbetalipoproteinemia with prebetalipoproteinemia,DOID:13809,hiperbetalipoproteinemia con prebetalipoproteinemia
DOID:13809,mixed hyperlipidaemia,DOID:13809,hiperlipidemia mixta
DOID:13809,type IIb hyperlipoproteinemia,DOID:13809,hiperlipoproteinemia de tipo IIb
DOID:1381,Fox Fordyce disease,DOID:1381,Enfermedad de Fox Fordyce
DOID:3138,keratosis nigricans,DOID:3138,queratosis nigricans
DOID:13812,Band of uterus,DOID:13812,Banda de útero
DOID:13812,Intrauterine adhesions,DOID:13812,Adherencias intrauterinas
DOID:13812,Intrauterine synechiae,DOID:13812,Sinequias intrauterinas
DOID:13814,disorder of 12th nerve,DOID:13814,trastorno del nervio 12
DOID:13814,disorder of XII nerve,DOID:13814,trastorno del nervio XII
DOID:13814,disorder of hypoglossal [12th] nerve,DOID:13814,trastorno del nervio hipogloso [12º].
DOID:13814,disorder of hypoglossal nerve,DOID:13814,trastorno del nervio hipogloso
DOID:13819,Climatic or tropical bubo,DOID:13819,Bubo climático o tropical
DOID:13819,Durand-Nicolas-Favre disease,DOID:13819,Enfermedad de Durand-Nicolas-Favre
DOID:13819,Lymphogranuloma inguinale,DOID:13819,Linfogranuloma inguinal
DOID:13819,Poradenitis inguinale,DOID:13819,Poradenitis inguinal
DOID:13819,Strumous bubo,DOID:13819,Bubón estrumoso
DOID:9113,donovanosis,DOID:9113,donovanosis
DOID:9113,pudendal ulcer,DOID:9113,úlcera pudenda
DOID:13822,Hypocalcaemic cataract,DOID:13822,Catarata hipocalcémica
DOID:13823,Parasitic infestation of eyelid,DOID:13823,Infestación parasitaria del párpado
DOID:1386,familial hypobetalipoproteinemia,DOID:1386,hipobetalipoproteinemia familiar
DOID:1386,microsomal triglyceride transfer protein deficiency disease,DOID:1386,enfermedad por deficiencia de proteína de transferencia de triglicéridos microsómica
DOID:13861,Scleritis with corneal involvement,DOID:13861,Escleritis con afectación corneal
DOID:13862,acute angle-closure glaucoma,DOID:13862,glaucoma agudo de ángulo cerrado
DOID:13864,Superior oblique muscle innervation disorder,DOID:13864,Trastorno de la inervación del músculo oblicuo superior
DOID:13864,Trochlear nerve disorder,DOID:13864,Trastorno del nervio troclear
DOID:13864,disorder of trochlear nerve,DOID:13864,trastorno del nervio troclear
DOID:13866,Multiple cranial nerve palsies,DOID:13866,Parálisis nerviosas craneales múltiples
DOID:13867,Circumscribed labyrinthitis,DOID:13867,Laberintitis circunscrita
DOID:13868,Lack or loss of sexual desire,DOID:13868,Falta o pérdida de deseo sexual
DOID:1388,familial alpha-lipoprotein deficiency,DOID:1388,deficiencia familiar de alfa-lipoproteína
DOID:1388,familial high density lipoprotein deficiency,DOID:1388,deficiencia familiar de lipoproteínas de alta densidad
DOID:13884,sinus node infection,DOID:13884,infección de los nódulos sinusales
DOID:13891,Avian hypersensitivity Pneumonitis,DOID:13891,Neumonitis por hipersensibilidad aviar
DOID:13891,Bird-fancier's lung,DOID:13891,Pulmón de aficionado a los pájaros
DOID:13891,Bird-fanciers' lung,DOID:13891,Pulmón de los aficionados
DOID:13891,bird breeder's lung,DOID:13891,pulmón del criador de aves
DOID:13891,bird fancier lung,DOID:13891,pulmón de colombófilo
DOID:13891,pigeon breeder's lung,DOID:13891,pulmón del criador de palomas
DOID:13891,poultry worker's lung,DOID:13891,pulmón de trabajador avícola
DOID:139,Epidermoid papilloma,DOID:139,Papiloma epidermoide
DOID:2615,papillomatosis,DOID:2615,papilomatosis
DOID:13902,Tinea blanca,DOID:13902,Tiña blanca
DOID:13909,Deutan defect,DOID:13909,Defecto Deutan
DOID:13909,Deuteranopia,DOID:13909,Deuteranopia
DOID:13909,Reduced red-green discrimination,DOID:13909,Discriminación rojo-verde reducida
DOID:1391,LECITHIN CHOLESTEROL ACYLTRANSFERASE DEFICIENCY,DOID:1391,DEFICIENCIA DE LECITINA COLESTEROL ACILTRANSFERASA
DOID:1391,lecithin acyltransferase deficiency,DOID:1391,deficiencia de lecitina aciltransferasa
DOID:13910,Protan defect,DOID:13910,Defecto de Protan
DOID:13910,Protanopia,DOID:13910,Protanopia
DOID:13912,acquired color vision deficiencies,DOID:13912,deficiencias adquiridas en la visión de los colores
DOID:13912,acquired color vision deficiency,DOID:13912,deficiencia adquirida de la visión de los colores
DOID:13912,acquired colour blindness,DOID:13912,daltonismo adquirido
DOID:13912,acquired colour vision deficiencies,DOID:13912,deficiencias adquiridas en la visión de los colores
DOID:13912,acquired colour vision deficiency,DOID:13912,deficiencia adquirida de la visión de los colores
DOID:13913,Lumbosacral plexus lesions,DOID:13913,Lesiones del plexo lumbosacro
DOID:13918,Briquet's disorder,DOID:13918,Trastorno de Briquet
DOID:13918,Somatisation disorder,DOID:13918,Trastorno de somatización
DOID:13918,Polysomatising disorder,DOID:13918,Trastorno polisomático
DOID:13924,ANUG,DOID:13924,ANUG
DOID:13924,Angina - Vincents,DOID:13924,Angina - Vincents
DOID:13924,Vincent angina,DOID:13924,Vincent angina
DOID:13924,Vincent's angina,DOID:13924,Angina de Vincent
DOID:13924,Vincent's angina - pharyngitis,DOID:13924,Angina de Vincent - faringitis
DOID:13924,Vincent's disease,DOID:13924,Enfermedad de Vincent
DOID:13924,"Vincent's infection, any site",DOID:13924,"Infección de Vincent, cualquier sitio"
DOID:13924,acute necrotising ulcerative gingivitis,DOID:13924,gingivitis ulcerativa necrotizante aguda
DOID:13924,acute necrotising ulcerative gingivostomatitis,DOID:13924,gingivoestomatitis ulcerativa necrotizante aguda
DOID:13924,acute necrotizing ulcerative gingivitis,DOID:13924,gingivitis ulcerosa necrotizante aguda
DOID:13924,acute necrotizing ulcerative gingivostomatitis,DOID:13924,gingivoestomatitis ulcerativa necrotizante aguda
DOID:13924,acute ulceromembranous gingivitis,DOID:13924,gingivitis ulceromembranosa aguda
DOID:13924,early acute necrotising gingivitis,DOID:13924,gingivitis necrotizante aguda precoz
DOID:13924,trench mouth,DOID:13924,boca de trinchera
DOID:3087,acute gingivitis,DOID:3087,gingivitis aguda
DOID:3087,chronic gingivitis,DOID:3087,gingivitis crónica
DOID:13929,Blocked lacrimal canaliculus,DOID:13929,Canalículo lagrimal obstruido
DOID:13929,Obstruction of lacrimal canaliculus,DOID:13929,Obstrucción del canalículo lagrimal
DOID:13929,Obstruction of lacrimal ducts,DOID:13929,Obstrucción de los conductos lagrimales
DOID:13938,absence of menstruation,DOID:13938,ausencia de menstruación
DOID:13938,amenia,DOID:13938,amenia
DOID:1394,Schistosoma Hematobium Infection,DOID:1394,Infección por Schistosoma Hematobium
DOID:1394,Schistosoma haematobium,DOID:1394,Schistosoma haematobium
DOID:1394,Schistosoma hematobium infectious disease,DOID:1394,Enfermedad infecciosa por Schistosoma hematobium
DOID:1394,Schistosomiasis due to schistosoma haematobium,DOID:1394,Esquistosomiasis por schistosoma haematobium
DOID:1394,Schistosomiasis of bladder,DOID:1394,Esquistosomiasis de vejiga
DOID:1394,Vesical schistosomiasis,DOID:1394,Esquistosomiasis vesical
DOID:1394,bladder Schistosomiasis,DOID:1394,vejiga Esquistosomiasis
DOID:1394,cystitis with bilharziasis,DOID:1394,cistitis con bilharziasis
DOID:1394,Schistosoma haematobium infection,DOID:1394,Infección por Schistosoma haematobium
DOID:13941,benign paroxysmal positional nystagmus,DOID:13941,nistagmo posicional paroxístico benigno
DOID:13941,benign recurrent vertigo,DOID:13941,vértigo recurrente benigno
DOID:13942,"Gonococcal salpingitis, specified as acute",DOID:13942,"Salpingitis gonocócica, especificada como aguda"
DOID:13943,Gonococcal prostatitis,DOID:13943,Prostatitis gonocócica
DOID:13948,Obstruction of bladder neck or vesicourethral orifice,DOID:13948,Obstrucción del cuello vesical o del orificio vesicouretral
DOID:13949,ulcerative cystitis,DOID:13949,cistitis ulcerosa
DOID:13955,Intramural leiomyoma of uterus,DOID:13955,Leiomioma intramural de útero
DOID:13958,uterine Corpus Symplastic leiomyoma,DOID:13958,Corpus uterino Leiomioma sinplásico
DOID:13963,Senile nuclear cataract,DOID:13963,Catarata nuclear senil
DOID:13963,Senile nuclear sclerosis,DOID:13963,Esclerosis nuclear senil
DOID:13964,hypermature cataract,DOID:13964,catarata hipermadura
DOID:13972,malignant neoplasm of lower-outer quadrant of female breast,DOID:13972,neoplasia maligna del cuadrante inferior de la mama femenina
DOID:13976,Peptic reflux disease,DOID:13976,Enfermedad por reflujo péptico
DOID:13976,Reflux oesophagitis,DOID:13976,Esofagitis por reflujo
DOID:13976,reflux esophagitis,DOID:13976,esofagitis por reflujo
DOID:13994,Marie-Sainton Disease,DOID:13994,Enfermedad de Marie-Sainton
DOID:13994,cleidocranial dysostosis,DOID:13994,disostosis cleidocraneal
DOID:13996,small intestinal Lymphoma,DOID:13996,Linfoma del intestino delgado
DOID:3627,ruptured aortic aneurysm,DOID:3627,rotura de aneurisma aórtico
DOID:14018,Alcoholic Cirrhosis,DOID:14018,Cirrosis alcohólica
DOID:14018,Alcoholic cirrhosis of liver,DOID:14018,Cirrosis hepática alcohólica
DOID:14018,Laennec's cirrhosis,DOID:14018,Cirrosis de Laennec
DOID:14018,"Laennec's cirrhosis, alcoholic",DOID:14018,"Cirrosis de Laennec, alcohólica"
DOID:14018,Portal cirrhosis,DOID:14018,Cirrosis portal
DOID:14021,Costalchondritis,DOID:14021,Costalcondritis
DOID:14021,Costochondral junction syndrome,DOID:14021,Síndrome de la unión costocondral
DOID:14021,Costochondritis,DOID:14021,Costocondritis
DOID:14021,Slipping rib syndrome,DOID:14021,Síndrome de deslizamiento costal
DOID:14021,Tietze's disease,DOID:14021,Enfermedad de Tietze
DOID:14021,Tietze syndrome,DOID:14021,Síndrome de Tietze
DOID:3223,Complex regional pain syndromes,DOID:3223,Síndromes de dolor regional complejo
DOID:14026,Folate deficiency anaemia,DOID:14026,Anemia ferropénica
DOID:14026,Folate deficiency anemia,DOID:14026,Anemia ferropénica
DOID:14026,Folate-deficiency anaemia,DOID:14026,Anemia folato-deficiente
DOID:14026,Folate-deficiency anemia,DOID:14026,Anemia folato-deficiente
DOID:14026,Folate-deficient megaloblastic anaemia,DOID:14026,Anemia megaloblástica folato-deficiente
DOID:14026,folic acid deficiency anaemia,DOID:14026,anemia ferropénica
DOID:14032,primary malignant neoplasm of parietal pleura,DOID:14032,neoplasia maligna primaria de pleura parietal
DOID:14033,primary malignant neoplasm of visceral pleura,DOID:14033,neoplasia maligna primaria de pleura visceral
DOID:14037,Atresia and stenosis of aorta,DOID:14037,Atresia y estenosis de aorta
DOID:14037,Congenital atresia and stenosis of aorta,DOID:14037,Atresia congénita y estenosis de aorta
DOID:1404,Residual stage of angle-closure glaucoma,DOID:1404,Fase residual del glaucoma de ángulo cerrado
DOID:14049,Infection by dematiacious fungi,DOID:14049,Infección por hongos dematiáceos
DOID:14049,phaehyphomycosis,DOID:14049,feohifomicosis
DOID:14059,malignant tumor of paraurethral gland,DOID:14059,tumor maligno de la glándula parauretral
DOID:14059,malignant tumor of the Paraurethral gland,DOID:14059,Tumor maligno de la glándula parauretral.
DOID:14064,Post-Streptococcal Glomerulonephritis,DOID:14064,Glomerulonefritis post-estreptocócica
DOID:14066,acute Diffuse Glomerulonephritis,DOID:14066,Glomerulonefritis difusa aguda
DOID:14067,"Malaria fever, subtertian",DOID:14067,Fiebre palúdica subterránea
DOID:14067,falciparum malaria,DOID:14067,paludismo falciparum
DOID:14067,malignant tertian fever,DOID:14067,fiebre terciana maligna
DOID:14068,Black water fever,DOID:14068,Fiebre de las aguas negras
DOID:14068,"Hemoglobinuric, malaria",DOID:14068,"Hemoglobinúrico, malaria"
DOID:14068,Malarial Hemoglobinuria,DOID:14068,Hemoglobinuria palúdica
DOID:14069,Malarial encephalitis,DOID:14069,Encefalitis palúdica
DOID:14070,Nystagmus associated with disorder of the vestibular system,DOID:14070,Nistagmo asociado a trastornos del sistema vestibular
DOID:14080,GRA,DOID:14080,GRA
DOID:14080,GRS,DOID:14080,GRS
DOID:14080,familial hyperaldosteronism type I,DOID:14080,hiperaldosteronismo familiar tipo I
DOID:14080,glucocorticoid-suppressible hyperaldosteronism,DOID:14080,hiperaldosteronismo supresible por glucocorticoides
DOID:14087,Lateral epicondylitis,DOID:14087,Epicondilitis lateral
DOID:14087,andrel epicondylitis,DOID:14087,epicondilitis andrel
DOID:14087,archer's elbow,DOID:14087,codo de arquero
DOID:14087,golfer's elbow,DOID:14087,codo de golfista
DOID:14087,hockey elbow,DOID:14087,codo de hockey
DOID:14087,medial epicondylitis,DOID:14087,epicondilitis medial
DOID:14087,shooter's elbow,DOID:14087,codo del tirador
DOID:14087,tennis elbow,DOID:14087,codo de tenista
DOID:14089,Cementum caries,DOID:14089,Caries del cemento
DOID:14089,Dental caries of root surface,DOID:14089,Caries de la superficie radicular
DOID:14092,Atherosclerosis of renal artery,DOID:14092,Aterosclerosis de la arteria renal
DOID:14092,renal atherosclerosis,DOID:14092,aterosclerosis renal
DOID:2388,renal vascular disease,DOID:2388,enfermedad vascular renal
DOID:2388,vascular disorder of kidney,DOID:2388,trastorno vascular del riñón
DOID:14095,African tick typhus,DOID:14095,Tifus africano por garrapatas
DOID:14095,Rickettsia conorii spotted fever,DOID:14095,Fiebre maculosa por Rickettsia conorii
DOID:14095,South African tick-bite fever,DOID:14095,Fiebre sudafricana por picadura de garrapata
DOID:14095,kenya tick typhus,DOID:14095,tifus por garrapatas en kenia
DOID:14095,marseilles fever,DOID:14095,fiebre de marsella
DOID:14095,Boutonneuse disease,DOID:14095,Enfermedad de Boutonneuse
DOID:14095,Conor and Bruch's disease,DOID:14095,enfermedad de Conor y Bruch
DOID:14095,Kenya fever,DOID:14095,Fiebre de Kenia
DOID:14095,Kenyan tick typhus,DOID:14095,Tifus por garrapatas de Kenia
DOID:14095,Mediterranean spotted fever,DOID:14095,Fiebre maculosa mediterránea
DOID:14095,Mediterranean tick fever,DOID:14095,Fiebre mediterránea por garrapatas
DOID:14096,Infertility due to extratesticular causes,DOID:14096,Infertilidad por causas extratesticulares
DOID:14099,acquired hypertrophic pyloric stenosis,DOID:14099,estenosis pilórica hipertrófica adquirida
DOID:14099,adult hypertrophic pyloric stenosis,DOID:14099,estenosis pilórica hipertrófica del adulto
DOID:14107,Radial styloid tenosynovitis,DOID:14107,Tenosinovitis de la estiloides radial
DOID:14107,"Tenosynovitis, de Quervain's",DOID:14107,Tenosinovitis de Quervain
DOID:14110,anal cancer,DOID:14110,cáncer anal
DOID:14110,malignant anal tumor,DOID:14110,tumor anal maligno
DOID:14111,Persistent tuberculum impar,DOID:14111,Tubérculo impar persistente
DOID:14115,TSS,DOID:14115,TSS
DOID:14115,toxic shock,DOID:14115,shock tóxico
DOID:14116,"LIPODYSTROPHY, CEPHALOTHORACIC",DOID:14116,LIPODISTROFIA CEFALOTORÁCICA
DOID:14116,"LIPOMATOSIS, FAMILIAL BENIGN CERVICAL",DOID:14116,LIPOMATOSIS CERVICAL BENIGNA FAMILIAR
DOID:14116,Launois-Bensaude's lipomatosis,DOID:14116,Lipomatosis de Launois-Bensaude
DOID:14116,Madelung's neck,DOID:14116,Cuello de Madelung
DOID:14116,cervical Symmetrical Lipomatosis,DOID:14116,Lipomatosis simétrica cervical
DOID:14116,multiple symmetrical lipomatosis,DOID:14116,lipomatosis simétrica múltiple
DOID:14118,Fredrickson type I hyperlipoproteinemia,DOID:14118,Hiperlipoproteinemia Fredrickson tipo I
DOID:14118,Fredrickson type I lipaemia,DOID:14118,Lipemia Fredrickson tipo I
DOID:14118,familial LPL deficiency,DOID:14118,deficiencia familiar de LPL
DOID:14118,familial chylomicronemia syndrome,DOID:14118,síndrome de quilomicronemia familiar
DOID:14118,familial hyperlipoproteinemia type I,DOID:14118,hiperlipoproteinemia familiar de tipo I
