source_id,predicate_id,source_text,source_lang,target_lang,target_text
DOID:6255,oboInOwl:hasExactSynonym,Somatotroph adenoma,en,es,Adenoma somatotropo
DOID:6255,oboInOwl:hasExactSynonym,growth hormone secreting adenoma of pituitary,en,es,Adenoma hipofisario secretor de hormona del crecimiento
DOID:6256,oboInOwl:hasExactSynonym,malignant Somatotropinoma,en,es,Somatotropinoma maligno
DOID:6257,oboInOwl:hasExactSynonym,Papillary adenoma of the kidney,en,es,Adenoma papilar renal
DOID:626,oboInOwl:hasExactSynonym,Complement deficiency disease,en,es,enfermedad por deficiencia del complemento
DOID:6262,oboInOwl:hasExactSynonym,Follicular Dendritic cell sarcoma,en,es,Sarcoma folicular de células dendríticas
DOID:6262,oboInOwl:hasExactSynonym,Follicular dendritic cell tumour,en,es,Tumor de células dendríticas foliculares
DOID:6263,oboInOwl:hasExactSynonym,Inflammatory carcinoma of breast,en,es,Carcinoma inflamatorio de mama
DOID:6263,oboInOwl:hasExactSynonym,Mastitis carcinomatosa,en,es,Mastitis carcinomatosa
DOID:627,oboInOwl:hasExactSynonym,SCID,en,es,IDCS
DOID:627,oboInOwl:hasExactSynonym,combined T and B cell inborn immunodeficiency,en,es,inmunodeficiencia innata combinada de células T y B
DOID:6270,oboInOwl:hasExactSynonym,carcinoma of Cardia of stomach,en,es,carcinoma de Cardia de estómago
DOID:6271,oboInOwl:hasExactSynonym,adenocarcinoma of Cardia of stomach,en,es,adenocarcinoma de Cardia de estómago
DOID:6271,oboInOwl:hasRelatedSynonym,adenocarcinoma of gastric cardia,en,es,adenocarcinoma de cardias gástrico
DOID:6274,oboInOwl:hasExactSynonym,malignant Thyrotropinoma,en,es,Tirotropinoma maligno
DOID:6275,oboInOwl:hasExactSynonym,TSH Secreting adenoma of the Pituitary,en,es,Adenoma hipofisario secretor de TSH
DOID:6275,oboInOwl:hasExactSynonym,TSH Secreting tumor of Pituitary,en,es,Tumor hipofisario secretor de TSH
DOID:6275,oboInOwl:hasExactSynonym,TSH Secreting tumour of Pituitary,en,es,Tumor secretor de TSH de la hipófisis
DOID:6275,oboInOwl:hasExactSynonym,TSH producing pituitary tumour,en,es,Tumor hipofisario productor de TSH
DOID:6275,oboInOwl:hasExactSynonym,Thyrotroph adenoma,en,es,Adenoma tirotropo
DOID:6276,oboInOwl:hasExactSynonym,malignant Corticotropinoma of the Pituitary,en,es,Corticotropinoma maligno de la hipófisis
DOID:6278,oboInOwl:hasExactSynonym,ovarian mucinous adenocarcinofibroma,en,es,adenocarcinofibroma mucinoso ovárico
DOID:628,oboInOwl:hasExactSynonym,Congenital Combined Immunodeficiency,en,es,inmunodeficiencia congénita combinada
DOID:628,oboInOwl:hasExactSynonym,combined immunodeficiency,en,es,inmunodeficiencia combinada
DOID:6284,oboInOwl:hasExactSynonym,Lipoma of Epicardium,en,es,Lipoma de epicardio
DOID:6285,oboInOwl:hasExactSynonym,Lipoma of Heart,en,es,Lipoma de corazón
DOID:6286,oboInOwl:hasExactSynonym,pediatric astrocytoma of Cerebellum,en,es,astrocitoma pediátrico del cerebelo
DOID:6291,oboInOwl:hasExactSynonym,Lipoma of the Cerebral Hemisphere,en,es,Lipoma del hemisferio cerebral
DOID:6293,oboInOwl:hasExactSynonym,Lipoma of the CNS,en,es,Lipoma del SNC
DOID:6294,oboInOwl:hasExactSynonym,Lipoma of the Corpus Callosum,en,es,Lipoma del cuerpo calloso
DOID:6312,oboInOwl:hasExactSynonym,Chordoma of Clivus,en,es,Cordoma de Clivus
DOID:6313,oboInOwl:hasExactSynonym,Chondroid Chordoma of the Clivus,en,es,Cordoma condroide del clivus
DOID:6316,oboInOwl:hasExactSynonym,Bartholin gland adenocarcinoma,en,es,Adenocarcinoma de la glándula de Bartolino
DOID:6316,oboInOwl:hasRelatedSynonym,adenocarcinoma of bartholin's gland,en,es,adenocarcinoma de la glándula de bartholin
DOID:6316,oboInOwl:hasExactSynonym,adenocarcinoma of the Bartholin's gland,en,es,adenocarcinoma de la glándula de Bartolino
DOID:6322,oboInOwl:hasExactSynonym,Tibial adamantinoma morphology,en,es,Morfología del adamantinoma tibial
DOID:633,oboInOwl:hasExactSynonym,Inflammatory disorder of muscle,en,es,Trastorno inflamatorio del músculo
DOID:6331,oboInOwl:hasExactSynonym,malignant teratoma of Ovary,en,es,teratoma maligno de Ovario
DOID:6333,oboInOwl:hasExactSynonym,adult malignant intracranial hemangiopericytoma,en,es,hemangiopericitoma intracraneal maligno del adulto
DOID:6335,oboInOwl:hasExactSynonym,Bilateral meningioma of the optic nerve,en,es,Meningioma bilateral del nervio óptico
DOID:6337,oboInOwl:hasExactSynonym,meningioma of the Cerebellar Pontine Angle,en,es,meningioma del ángulo pontocerebeloso
DOID:6344,oboInOwl:hasExactSynonym,melanocytic psammomatous MPNST,en,es,MPNST melanocítico psammomatoso
DOID:6345,oboInOwl:hasExactSynonym,Melanotic malignant nerve sheath tumor,en,es,Tumor melanótico maligno de la vaina nerviosa
DOID:6345,oboInOwl:hasExactSynonym,Melanotic malignant peripheral nerve sheath tumor,en,es,Tumor melanótico maligno de la vaina del nervio periférico
DOID:6345,oboInOwl:hasExactSynonym,Melanotic malignant peripheral nerve sheath tumour,en,es,Tumor melanótico maligno de la vaina del nervio periférico
DOID:6345,oboInOwl:hasExactSynonym,melanocytic MPNST,en,es,MPNST melanocítico
DOID:635,oboInOwl:hasExactSynonym,AIDS,en,es,SIDA
DOID:635,oboInOwl:hasExactSynonym,acquired Immune deficiency,en,es,Inmunodeficiencia adquirida
DOID:635,oboInOwl:hasRelatedSynonym,acquired immune deficiency syndrome,en,es,síndrome de inmunodeficiencia adquirida
DOID:6354,oboInOwl:hasExactSynonym,B-cell lymphocytic leukemia/small lymphocytic lymphoma,en,es,Leucemia linfocítica de células B/linfoma linfocítico pequeño
DOID:6354,oboInOwl:hasExactSynonym,CLL/SLL,en,es,LLC/LLCP
DOID:636,oboInOwl:hasExactSynonym,osmotic demyelination syndrome,en,es,síndrome de desmielinización osmótica
DOID:6364,oboInOwl:hasExactSynonym,migraine disorder,en,es,Trastorno de migraña
DOID:6364,oboInOwl:hasExactSynonym,migraine variant,en,es,Variante de migraña
DOID:6364,oboInOwl:hasExactSynonym,migraine with or without aura,en,es,Migraña con o sin aura
DOID:6367,oboInOwl:hasExactSynonym,"acral lentiginous melanoma, malignant",en,es,"melanoma lentiginoso acral, maligno"
DOID:6367,oboInOwl:hasExactSynonym,malignant acral lentiginous melanoma,en,es,melanoma lentiginoso acral maligno
DOID:6370,oboInOwl:hasExactSynonym,Osteosarcoma of Liver,en,es,Osteosarcoma de hígado
DOID:6376,oboInOwl:hasExactSynonym,hypersplenia,en,es,hiperesplenia
DOID:6379,oboInOwl:hasExactSynonym,Diffuse Melanosis,en,es,Melanosis difusa
DOID:6379,oboInOwl:hasExactSynonym,Diffuse melanocytosis,en,es,Melanocitosis difusa
DOID:6379,oboInOwl:hasExactSynonym,Meningeal melanocytosis,en,es,Melanocitosis meníngea
DOID:6381,oboInOwl:hasExactSynonym,meningioma of the Anterior Foramen Magnum,en,es,meningioma del foramen magno anterior
DOID:6383,oboInOwl:hasExactSynonym,pediatric glioma of the Brainstem,en,es,glioma pediátrico del tronco encefálico
DOID:639,oboInOwl:hasExactSynonym,ADEM,en,es,Adem
DOID:639,oboInOwl:hasExactSynonym,acute disseminated encephalitis,en,es,Encefalitis aguda diseminada
DOID:640,oboInOwl:hasExactSynonym,Encephalitis &/or myelitis,en,es,Encefalitis y/o mielitis
DOID:6408,oboInOwl:hasExactSynonym,serous Surface Papillary carcinoma of Ovary,en,es,Carcinoma papilar de superficie serosa de ovario
DOID:6425,oboInOwl:hasExactSynonym,carcinoma of the eyelid,en,es,carcinoma del párpado
DOID:643,oboInOwl:hasRelatedSynonym,PML,en,es,LMP
DOID:6438,oboInOwl:hasExactSynonym,malignant melanoma of choroid,en,es,melanoma maligno de coroides
DOID:6438,oboInOwl:hasExactSynonym,melanoma of the Choroid,en,es,melanoma de la coroides
DOID:6451,oboInOwl:hasExactSynonym,Fibrosarcoma of the CNS,en,es,Fibrosarcoma del SNC
DOID:6457,oboInOwl:hasExactSynonym,Cowden disease,en,es,enfermedad de Cowden
DOID:6457,oboInOwl:hasExactSynonym,Lhermitte-Duclos disease,en,es,enfermedad de Lhermitte-Duclos
DOID:6457,oboInOwl:hasExactSynonym,dysplastic Gangliocytoma of Cerebellum,en,es,gangliocitoma displásico del cerebelo
DOID:6457,oboInOwl:hasRelatedSynonym,multiple hamartoma syndrome,en,es,síndrome de hamartoma múltiple
DOID:6458,oboInOwl:hasExactSynonym,Lipomatous Medulloblastoma,en,es,Meduloblastoma lipomatoso
DOID:6459,oboInOwl:hasExactSynonym,lipoma of the rectum,en,es,lipoma del recto
DOID:646,oboInOwl:hasExactSynonym,epidemic encephalitis,en,es,encefalitis epidémica
DOID:6460,oboInOwl:hasExactSynonym,Lipoma of large Intestine,en,es,Lipoma de intestino grueso
DOID:6474,oboInOwl:hasExactSynonym,pediatric testicular Teratocarcinoma,en,es,Teratocarcinoma testicular pediátrico
DOID:6477,oboInOwl:hasExactSynonym,Invasive bladder Urothelial carcinoma,en,es,Vejiga invasiva Carcinoma urotelial
DOID:648,oboInOwl:hasExactSynonym,kuru encephalopathy,en,es,encefalopatía kuru
DOID:6481,oboInOwl:hasRelatedSynonym,signet ring cell adenocarcinoma of bladder,en,es,adenocarcinoma de células en anillo de sello de vejiga
DOID:6481,oboInOwl:hasExactSynonym,urinary bladder Signet Ring adenocarcinoma,en,es,vejiga urinaria Adenocarcinoma en anillo de Signet
DOID:6482,oboInOwl:hasExactSynonym,acinar adenocarcinoma of the lung,en,es,adenocarcinoma acinar de pulmón
DOID:6484,oboInOwl:hasExactSynonym,melanocytic Schwannoma of mediastinum,en,es,Schwannoma melanocítico del mediastino
DOID:6489,oboInOwl:hasExactSynonym,periosteal osteosarcoma,en,es,osteosarcoma perióstico
DOID:649,oboInOwl:hasExactSynonym,Prion disease pathway,en,es,vía de la enfermedad de los priones
DOID:649,oboInOwl:hasExactSynonym,Prion protein disease,en,es,enfermedad de la proteína priónica
DOID:649,oboInOwl:hasExactSynonym,Spongiform Encephalopathy,en,es,encefalopatía espongiforme
DOID:649,oboInOwl:hasExactSynonym,prion induced disorder,en,es,trastorno inducido por priones
DOID:649,oboInOwl:hasExactSynonym,transmissible spongiform encephalopathy,en,es,encefalopatía espongiforme transmisible
DOID:6491,oboInOwl:hasExactSynonym,Capillary Angioma of breast,en,es,Angioma capilar de mama
DOID:6492,oboInOwl:hasExactSynonym,breast Histiocytoid hemangioma,en,es,mama Hemangioma histiocitoide
DOID:6494,oboInOwl:hasExactSynonym,pediatric myxoid chondrosarcoma,en,es,condrosarcoma mixoide pediátrico
DOID:65,oboInOwl:hasExactSynonym,connective tissue disorder,en,es,trastorno del tejido conectivo
DOID:65,oboInOwl:hasExactSynonym,disorder of connective tissue,en,es,trastorno del tejido conectivo
DOID:6500,oboInOwl:hasExactSynonym,Hemangioblastoma of Cerebellum,en,es,Hemangioblastoma del cerebelo
DOID:6501,oboInOwl:hasExactSynonym,Hemangioblastoma of Brainstem,en,es,Hemangioblastoma de tronco encefálico
DOID:6510,oboInOwl:hasExactSynonym,Occult squamous cell carcinoma of the lung,en,es,Carcinoma oculto de células escamosas de pulmón
DOID:6510,oboInOwl:hasRelatedSynonym,occult squamous cell carcinoma of lung,en,es,carcinoma oculto de células escamosas de pulmón
DOID:6517,oboInOwl:hasExactSynonym,meningioma of the Clivus,en,es,meningioma del Clivus
DOID:6518,oboInOwl:hasExactSynonym,Bartholin gland adenomyoma,en,es,Adenomioma de la glándula de Bartolino
DOID:6524,oboInOwl:hasExactSynonym,malignant melanoma of ciliary body,en,es,melanoma maligno del cuerpo ciliar
DOID:6524,oboInOwl:hasExactSynonym,melanoma of the Ciliary body,en,es,melanoma del cuerpo ciliar
DOID:653,oboInOwl:hasExactSynonym,inborn errors of purine-pyrimidine metabolism,en,es,errores innatos del metabolismo de las purinas y pirimidinas
DOID:6530,oboInOwl:hasExactSynonym,Polygonal cell Thymoma,en,es,Timoma de células poligonales
DOID:6530,oboInOwl:hasExactSynonym,"Thymoma, cortical",en,es,Timoma cortical
DOID:6530,oboInOwl:hasExactSynonym,cortical thymoma,en,es,timoma cortical
DOID:6536,oboInOwl:hasExactSynonym,Plasma cell dyscrasia,en,es,Discrasia de células plasmáticas
DOID:6536,oboInOwl:hasExactSynonym,Plasma cell tumour,en,es,Tumor de células plasmáticas
DOID:6536,oboInOwl:hasExactSynonym,Plasmacytic tumor,en,es,Tumor plasmocitario
DOID:6543,oboInOwl:hasExactSynonym,Acne varioliformis,en,es,Acné varioliforme
DOID:6543,oboInOwl:hasExactSynonym,acne vulgaris,en,es,acné vulgar
DOID:6543,oboInOwl:hasExactSynonym,frontalis acne,en,es,acné frontal
DOID:6547,oboInOwl:hasExactSynonym,Lymphoma of Heart,en,es,Linfoma de corazón
DOID:655,oboInOwl:hasExactSynonym,Inborn Errors of Metabolism,en,es,errores innatos del metabolismo
DOID:655,oboInOwl:hasExactSynonym,Metabolic hereditary disorder,en,es,trastorno metabólico hereditario
DOID:655,oboInOwl:hasExactSynonym,inborn metabolism disorder,en,es,trastorno innato del metabolismo
DOID:6552,oboInOwl:hasExactSynonym,small cell carcinoma of stomach,en,es,carcinoma de células pequeñas de estómago
DOID:6553,oboInOwl:hasExactSynonym,meningioma of the Posterior Foramen Magnum,en,es,meningioma del foramen magno posterior
DOID:6554,oboInOwl:hasExactSynonym,ovarian clear cell adenocarcinofibroma,en,es,adenocarcinofibroma ovárico de células claras
DOID:6559,oboInOwl:hasExactSynonym,Schneiderian papilloma of the ethmoid sinus,en,es,Papiloma schneideriano del seno etmoidal
DOID:656,oboInOwl:hasExactSynonym,adenoma of the Adrenal gland,en,es,adenoma de la glándula suprarrenal
DOID:6562,oboInOwl:hasExactSynonym,Inverted papilloma of the ethmoid sinus,en,es,Papiloma invertido del seno etmoidal
DOID:6564,oboInOwl:hasExactSynonym,Schwannoma of Pleura,en,es,Schwannoma de pleura
DOID:6566,oboInOwl:hasExactSynonym,medium/large size posterior uveal melanoma,en,es,melanoma uveal posterior de tamaño mediano/grande
DOID:6566,oboInOwl:hasExactSynonym,small size posterior uveal melanoma,en,es,melanoma uveal posterior de pequeño tamaño
DOID:657,oboInOwl:hasExactSynonym,acinar cell adenoma,en,es,adenoma de células acinares
DOID:657,oboInOwl:hasExactSynonym,acinic cell adenoma,en,es,adenoma de células acinosas
DOID:657,oboInOwl:hasExactSynonym,adenomas,en,es,adenomas
DOID:6575,oboInOwl:hasExactSynonym,pediatric visual pathway astrocytoma,en,es,astrocitoma pediátrico de la vía visual
DOID:6576,oboInOwl:hasExactSynonym,glioma of the pediatric visual pathway,en,es,glioma de la vía visual pediátrico
DOID:6579,oboInOwl:hasRelatedSynonym,malignant bone neoplasm of chest wall,en,es,neoplasia ósea maligna de la pared torácica
DOID:6579,oboInOwl:hasExactSynonym,malignant bone tumor of the Chest Wall,en,es,tumor óseo maligno de la pared torácica
DOID:6581,oboInOwl:hasRelatedSynonym,apocrine carcinoma of breast,en,es,carcinoma apocrino de mama
DOID:6585,oboInOwl:hasExactSynonym,oncocytic breast carcinoma,en,es,carcinoma oncocítico de mama
DOID:6587,oboInOwl:hasExactSynonym,Invasive tubular carcinoma of breast,en,es,Carcinoma tubular invasivo de mama
DOID:6587,oboInOwl:hasExactSynonym,invasive tubular breast carcinoma,en,es,carcinoma tubular invasivo de mama
DOID:6587,oboInOwl:hasExactSynonym,tubular carcinoma of breast,en,es,carcinoma tubular de mama
DOID:6595,oboInOwl:hasExactSynonym,tubular adenocarcinoma of stomach,en,es,adenocarcinoma tubular de estómago
DOID:660,oboInOwl:hasExactSynonym,Adrenal cortical tumors,en,es,Tumores de la corteza suprarrenal
DOID:660,oboInOwl:hasExactSynonym,malignant Adrenocortical tumor,en,es,tumor corticosuprarrenal maligno
DOID:660,oboInOwl:hasExactSynonym,malignant neoplasm of adrenal cortex,en,es,neoplasia maligna de la corteza suprarrenal
DOID:660,oboInOwl:hasExactSynonym,malignant tumour of adrenal cortex,en,es,tumor maligno de la corteza suprarrenal
DOID:660,oboInOwl:hasExactSynonym,neoplasm of adrenal cortex,en,es,neoplasia de la corteza suprarrenal
DOID:6603,oboInOwl:hasExactSynonym,Kummell disease,en,es,Enfermedad de Kummell
DOID:6603,oboInOwl:hasExactSynonym,Kummell's spondylitis,en,es,Espondilitis de Kummell
DOID:6603,oboInOwl:hasExactSynonym,Traumatic spondylopathy,en,es,Espondilopatía traumática
DOID:6607,oboInOwl:hasExactSynonym,Hibernoma of nervous system,en,es,Hibernoma del sistema nervioso
DOID:6610,oboInOwl:hasExactSynonym,bone hemangioma,en,es,hemangioma óseo
DOID:6610,oboInOwl:hasExactSynonym,hemangioma of bone,en,es,hemangioma óseo
DOID:6610,oboInOwl:hasExactSynonym,osseous epithelioid hemangioma,en,es,hemangioma epitelioide óseo
DOID:6610,oboInOwl:hasExactSynonym,osseous hemangioma,en,es,hemangioma óseo
DOID:6612,oboInOwl:hasExactSynonym,Congenital leukocyte adherence deficiency,en,es,Deficiencia congénita de la adherencia leucocitaria
DOID:6620,oboInOwl:hasExactSynonym,HIGM1,en,es,HIGM1
DOID:6620,oboInOwl:hasExactSynonym,X-linked hyper-IgM immunodeficiency,en,es,Inmunodeficiencia hiper-IgM ligada al X
DOID:6620,oboInOwl:hasExactSynonym,XHIM,en,es,XHIM
DOID:6620,oboInOwl:hasExactSynonym,hyper-IgM immunodeficiency syndrome type 1,en,es,síndrome de inmunodeficiencia hiper-IgM tipo 1
DOID:6620,oboInOwl:hasExactSynonym,hyper-IgM syndrome 1,en,es,síndrome de hiper-IgM 1
DOID:6620,oboInOwl:hasExactSynonym,hyper-IgM syndrome type 1,en,es,síndrome de hiper-IgM tipo 1
DOID:6620,oboInOwl:hasExactSynonym,immunodeficiency with hyper-IgM type 1,en,es,inmunodeficiencia con hiper-IgM tipo 1
DOID:6621,oboInOwl:hasExactSynonym,hemangioma of Cerebrum,en,es,Hemangioma cerebral
DOID:663,oboInOwl:hasExactSynonym,hemangioma of scrotum,en,es,hemangioma del escroto
DOID:6634,oboInOwl:hasExactSynonym,Choriocarcinoma of the adult central nervous system,en,es,Coriocarcinoma del sistema nervioso central del adulto
DOID:6639,oboInOwl:hasExactSynonym,Choriocarcinoma of the paediatric central nervous system,en,es,Coriocarcinoma del sistema nervioso central pediátrico
DOID:6639,oboInOwl:hasExactSynonym,Choriocarcinoma of the pediatric central nervous system,en,es,Coriocarcinoma del sistema nervioso central pediátrico
DOID:6639,oboInOwl:hasExactSynonym,paediatric CNS choriocarcinoma,en,es,coriocarcinoma pediátrico del SNC
DOID:6639,oboInOwl:hasExactSynonym,pediatric CNS choriocarcinoma,en,es,coriocarcinoma pediátrico del SNC
DOID:664,oboInOwl:hasExactSynonym,Fordyce angiokeratoma,en,es,Angioqueratoma de Fordyce
DOID:664,oboInOwl:hasExactSynonym,Fordyce's spot,en,es,Lugar de Fordyce
DOID:664,oboInOwl:hasExactSynonym,Fordyce-type Angiokeratoma of scrotum,en,es,Angioqueratoma escrotal de tipo Fordyce
DOID:6641,oboInOwl:hasExactSynonym,Juvenile papillomatosis of the breast,en,es,Papilomatosis juvenil de la mama
DOID:6643,oboInOwl:hasExactSynonym,Baastrup syndrome,en,es,Síndrome de Baastrup
DOID:6643,oboInOwl:hasExactSynonym,Kissing spine,en,es,Besar la columna vertebral
DOID:6652,oboInOwl:hasExactSynonym,Ankylosing vertebral hyperostosis,en,es,Hiperostosis vertebral anquilosante
DOID:6652,oboInOwl:hasExactSynonym,DISH,en,es,DISH
DOID:6652,oboInOwl:hasExactSynonym,Disseminated idiopathic skeletal hyperostosis,en,es,Hiperostosis esquelética idiopática diseminada
DOID:6652,oboInOwl:hasRelatedSynonym,Forestier disease,en,es,Enfermedad de Forestier
DOID:6676,oboInOwl:hasExactSynonym,Babinski-Froelich syndrome,en,es,Síndrome de Babinski-Froelich
DOID:6676,oboInOwl:hasExactSynonym,Froehlich syndrome,en,es,Síndrome de Froehlich
DOID:6676,oboInOwl:hasExactSynonym,Froehlich's syndrome,en,es,Síndrome de Froehlich
DOID:6676,oboInOwl:hasExactSynonym,Froelich's syndrome,en,es,Síndrome de Froelich
DOID:6676,oboInOwl:hasExactSynonym,adiposogenital syndrome,en,es,síndrome adiposogenital
DOID:6678,oboInOwl:hasExactSynonym,Hypoplastic enamel-onycholysis-hypohidrosis syndrome,en,es,Síndrome de esmalte hipoplásico-onicólisis-hipohidrosis
DOID:6678,oboInOwl:hasExactSynonym,Witkop's syndrome,en,es,Síndrome de Witkop
DOID:668,oboInOwl:hasExactSynonym,Myisitis ossificans,en,es,Miisitis osificante
DOID:668,oboInOwl:hasExactSynonym,Ossification - muscle,en,es,Osificación muscular
DOID:6680,oboInOwl:hasExactSynonym,Capgras delusion theory,en,es,Teoría del delirio de Capgras
DOID:6683,oboInOwl:hasExactSynonym,Aarskog-Scott syndrome,en,es,Síndrome de Aarskog-Scott
DOID:6683,oboInOwl:hasExactSynonym,Greig's syndrome,en,es,Síndrome de Greig
DOID:6683,oboInOwl:hasExactSynonym,faciogenital dysplasia,en,es,displasia faciogenital
DOID:6687,oboInOwl:hasExactSynonym,Paroxysmal hematoma of the finger,en,es,Hematoma paroxístico del dedo
DOID:6688,oboInOwl:hasExactSynonym,ALPS,en,es,ALPS
DOID:6688,oboInOwl:hasExactSynonym,Canale-Smith syndrome,en,es,Síndrome de Canale-Smith
DOID:6691,oboInOwl:hasExactSynonym,"Cholestasis-edema syndrome, Norwegian type",en,es,"Síndrome de colestasis-edema, tipo noruego"
DOID:6692,oboInOwl:hasExactSynonym,Cervicocranial syndrome,en,es,Síndrome cervicocraneal
DOID:6692,oboInOwl:hasExactSynonym,Posterior cervical sympathetic syndrome,en,es,Síndrome simpático cervical posterior
DOID:6700,oboInOwl:hasExactSynonym,cancer of Fundus of stomach,en,es,cáncer de fondo de estómago
DOID:6700,oboInOwl:hasExactSynonym,carcinoma of fundus of stomach,en,es,carcinoma de fondo de estómago
DOID:6703,oboInOwl:hasExactSynonym,carcinoma of Pylorus of stomach,en,es,carcinoma del píloro del estómago
DOID:6705,oboInOwl:hasExactSynonym,cancer of body of stomach,en,es,cáncer de cuerpo de estómago
DOID:6705,oboInOwl:hasExactSynonym,carcinoma of body of stomach,en,es,carcinoma de cuerpo de estómago
DOID:6707,oboInOwl:hasExactSynonym,MPNST with Rhabdomyosarcoma,en,es,MPNST con rabdomiosarcoma
DOID:6707,oboInOwl:hasExactSynonym,MPNST with rhabdomyoblastic differentiation,en,es,MPNST con diferenciación rabdomioblástica
DOID:6707,oboInOwl:hasExactSynonym,malignant Triton tumour,en,es,tumor Tritón maligno
DOID:6707,oboInOwl:hasExactSynonym,malignant peripheral nerve sheath neoplasm with rhabdomyosarcoma,en,es,neoplasia maligna de la vaina del nervio periférico con rabdomiosarcoma
DOID:6712,oboInOwl:hasExactSynonym,Anterior spinal artery occlusion syndrome,en,es,Síndrome de oclusión de la arteria espinal anterior
DOID:6713,oboInOwl:hasExactSynonym,CVA,en,es,ACV
DOID:6713,oboInOwl:hasExactSynonym,cerebrovascular disorder,en,es,trastorno cerebrovascular
DOID:6713,oboInOwl:hasExactSynonym,stroke,en,es,ictus
DOID:672,oboInOwl:hasExactSynonym,Splenic neoplasm,en,es,neoplasia esplénica
DOID:672,oboInOwl:hasExactSynonym,malignant Splenic tumor,en,es,tumor esplénico maligno
DOID:672,oboInOwl:hasExactSynonym,malignant tumour of spleen,en,es,tumor maligno del bazo
DOID:672,oboInOwl:hasExactSynonym,spleen neoplasm,en,es,neoplasia del bazo
DOID:6723,oboInOwl:hasExactSynonym,"Thymoma, mixed type, malignant",en,es,"Timoma, tipo mixto, maligno"
DOID:6725,oboInOwl:hasExactSynonym,Spinal stenosis of lumbar region,en,es,Estenosis espinal de la región lumbar
DOID:6725,oboInOwl:hasExactSynonym,cervical spinal stenosis,en,es,estenosis espinal cervical
DOID:6725,oboInOwl:hasExactSynonym,lumbar spinal stenosis,en,es,estenosis espinal lumbar
DOID:6726,oboInOwl:hasExactSynonym,Fibrillary Astrocytic tumors,en,es,Tumores astrocíticos fibrilares
DOID:6727,oboInOwl:hasExactSynonym,Colonic small cell carcinoma,en,es,Carcinoma colónico de células pequeñas
DOID:6733,oboInOwl:hasExactSynonym,Cystadenoma of the Intrahepatic bile duct,en,es,Cistoadenoma de la vía biliar intrahepática
DOID:6735,oboInOwl:hasExactSynonym,Neurilemmoma of Jugular Foramen,en,es,Neurilemmoma del agujero yugular
DOID:6740,oboInOwl:hasExactSynonym,small cell carcinoma of the Cervix Uteri,en,es,carcinoma de células pequeñas del cuello uterino
DOID:6740,oboInOwl:hasRelatedSynonym,small cell carcinoma of the cervix,en,es,carcinoma de células pequeñas del cuello uterino
DOID:6741,oboInOwl:hasExactSynonym,Bilateral breast carcinoma,en,es,Carcinoma bilateral de mama
DOID:6752,oboInOwl:hasExactSynonym,Lipoma of the Internal Auditory canal,en,es,Lipoma del conducto auditivo interno
DOID:6755,oboInOwl:hasExactSynonym,Amyloid neoplasm,en,es,Neoplasia amiloide
DOID:6755,oboInOwl:hasExactSynonym,amyloid tumour,en,es,tumor amiloide
DOID:6758,oboInOwl:hasExactSynonym,Lymphoma of the Chest Wall,en,es,Linfoma de la pared torácica
DOID:6758,oboInOwl:hasExactSynonym,chest wall cancer,en,es,cáncer de la pared torácica
DOID:6758,oboInOwl:hasExactSynonym,lymphoma of chest wall,en,es,linfoma de la pared torácica
DOID:6758,oboInOwl:hasExactSynonym,malignant neoplasm of chest wall,en,es,neoplasia maligna de la pared torácica
DOID:6758,oboInOwl:hasExactSynonym,malignant tumor of Chest Wall,en,es,tumor maligno de pared torácica
DOID:6759,oboInOwl:hasExactSynonym,Lymphoma of the bone,en,es,Linfoma óseo
DOID:6759,oboInOwl:hasExactSynonym,lymphoma of bone,en,es,linfoma óseo
DOID:676,oboInOwl:hasExactSynonym,Pauciarticular onset juvenile chronic arthritis,en,es,Artritis crónica juvenil de inicio pauciarticular
DOID:676,oboInOwl:hasExactSynonym,Still's disease,en,es,Enfermedad de Still
DOID:676,oboInOwl:hasExactSynonym,acute juvenile rheumatoid arthritis,en,es,artritis reumatoide juvenil aguda
DOID:676,oboInOwl:hasExactSynonym,juvenile chronic polyarthritis,en,es,poliartritis crónica juvenil
DOID:676,oboInOwl:hasExactSynonym,juvenile idiopathic arthritis,en,es,artritis idiopática juvenil
DOID:676,oboInOwl:hasExactSynonym,monarticular juvenile rheumatoid arthritis,en,es,artritis reumatoide juvenil monarticular
DOID:676,oboInOwl:hasExactSynonym,pauciarticular juvenile arthritis,en,es,artritis juvenil pauciarticular
DOID:676,oboInOwl:hasExactSynonym,systemic juvenile rheumatoid arthritis,en,es,artritis reumatoide juvenil sistémica
DOID:6760,oboInOwl:hasExactSynonym,lymphoma of lung,en,es,linfoma de pulmón
DOID:6760,oboInOwl:hasExactSynonym,pulmonary Lymphoma,en,es,linfoma pulmonar
DOID:6762,oboInOwl:hasExactSynonym,Lymphoma of Sternum,en,es,Linfoma de esternón
DOID:6762,oboInOwl:hasExactSynonym,lymphoma of the sternum,en,es,linfoma del esternón
DOID:678,oboInOwl:hasExactSynonym,Steele-Richardson-Olszewski syndrome,en,es,Síndrome de Steele-Richardson-Olszewski
DOID:678,oboInOwl:hasExactSynonym,progressive supranuclear ophthalmoplegia,en,es,oftalmoplejia supranuclear progresiva
DOID:6785,oboInOwl:hasExactSynonym,desmoplastic small round-cell neoplasm,en,es,neoplasia desmoplásica de células redondas pequeñas
