set,clase,etiqueta,def
1,http://purl.obolibrary.org/obo/DOID_7210,meningioma psammomatoso,
1,http://purl.obolibrary.org/obo/DOID_7211,meningioma fibroso,
1,http://purl.obolibrary.org/obo/DOID_7212,meningioma meningotelial,
1,http://purl.obolibrary.org/obo/DOID_7213,meningioma transicional,
1,http://purl.obolibrary.org/obo/DOID_7214,timoma maligno no invasivo,
1,http://purl.obolibrary.org/obo/DOID_7221,carcinoma papilar de vesícula biliar,Carcioma papilar que se localiza en la vesícula biliar.
1,http://purl.obolibrary.org/obo/DOID_7222,adenocarcinoma pleomórfico de células gigantes de la vesícula biliar,
1,http://purl.obolibrary.org/obo/DOID_7223,fibroadenoma gigante de mama,Fibroadenoma mamario de más de 5 cm.
1,http://purl.obolibrary.org/obo/DOID_7224,cáncer de meninges espinales,
1,http://purl.obolibrary.org/obo/DOID_7230,leucemia linfocítica crónica de centro postgerminal/linfoma linfocítico pequeño,
1,http://purl.obolibrary.org/obo/DOID_7231,carcinoma embrionario de células del SNC infantil,Tumor de células germinales infantil del sistema nervioso central caracterizado por tumor de células germinales que se desarrolla a partir de células embrionarias que permanecen en el cerebro después del nacimiento tiene base material en células anormalmente proliferantes deriva de células germinales.
1,http://purl.obolibrary.org/obo/DOID_7232,carcinoma embrionario del sistema nervioso central,
1,http://purl.obolibrary.org/obo/DOID_7233,carcinoma embrionario adulto del sistema nervioso central,"Tumor de células germinales adultas del sistema nervioso central que se desarrolla a partir de células embrionarias pluripotentes mismigracionales que permanecen en el cerebro después del nacimiento, tiene base material en células anormalmente proliferantes derivadas de células germinales."
1,http://purl.obolibrary.org/obo/DOID_7234,cistoadenocarcinoma mucinoso de páncreas,"Cistadenocarinoma pancreático que se caracteriza por las características histológicas de un epitelio columnar productor de mucina asociado a un estroma subepitelial de tipo ovárico, que no se comunica con el sistema ductal pancreático, localizado con mayor frecuencia en el cuerpo o la cola del páncreas."
1,http://purl.obolibrary.org/obo/DOID_7235,cistadenoma mucinoso pancreático,
1,http://purl.obolibrary.org/obo/DOID_7236,cistadenocarcinoma mucinoso invasivo pancreático,
1,http://purl.obolibrary.org/obo/DOID_7237,cistadenocarcinoma mucinoso pancreático no invasivo,
1,http://purl.obolibrary.org/obo/DOID_724,incontinencia femenina de esfuerzo,
1,http://purl.obolibrary.org/obo/DOID_7241,leiomioma apoplético del cuerpo uterino,Leiomioma celular del cuerpo uterino que se caracteriza por zonas estrelladas de hemorragia reciente dentro de nódulos de músculo liso hipercelular.
1,http://purl.obolibrary.org/obo/DOID_7242,leiomioma celular del cuerpo uterino,Neoplasia benigna uterina que deriva de células musculares lisas y que se localiz en el cuerpo uterino.
1,http://purl.obolibrary.org/obo/DOID_7244,carcinoma urotelial uracal de vejiga,
1,http://purl.obolibrary.org/obo/DOID_7246,adenocarcinoma acinar de próstata de tipo linfoepitelioma,
1,http://purl.obolibrary.org/obo/DOID_7263,enfermedad por deficiencia selectiva de IgD,"Enfermedad por deficiencia selectiva de inmunoglobulinas que se caracteriza por niveles séricos bajos de inmunoglobulinas IgD, pero que se asocia a pocos síntomas clínicos."
1,http://purl.obolibrary.org/obo/DOID_7266,carcinoma familiar de las trompas de Falopio,
1,http://purl.obolibrary.org/obo/DOID_7267,carcinoma pulmonar de células claras,
1,http://purl.obolibrary.org/obo/DOID_7269,seminoma testicular variante cribriforme,
1,http://purl.obolibrary.org/obo/DOID_727,tensión premenstrual,
1,http://purl.obolibrary.org/obo/DOID_728,epiescleritis nodular,"Enfermedad escleral que se caracteriza por una inflamación dolorosa con formación de nódulos superficiales de los tejidos epiesclerales que, lo que es importante, no afecta a la propia esclerótica y presenta como síntomas dolor, enrojecimiento ocular, fotofobia, lagrimeo, visión borrosa y aparición de irregularidades en la superficie ocular. La epiescleritis nodular suele ser autolimitada y puede estar causada por congestión vascular en el plexo epiescleral superficial."
1,http://purl.obolibrary.org/obo/DOID_7281,adenocarcinofibroma del cuerpo uterino,Cáncer mixto de cuerpo uterino que deriva de células epiteliales que se originan en el tejido glandular y el tejido conjuntivo.
1,http://purl.obolibrary.org/obo/DOID_7284,carcinoma de la glándula de Skene,
1,http://purl.obolibrary.org/obo/DOID_7289,"adenocarcinoma endometrial endometrioide, variante secretora","Adenocarcinoma endometrial que se caracteriza por la presencia de glándulas voluminosas confluentes, cribiformes o villoglandulares con glucógeno, vacuolas subnucleares (se asemeja al endometrio del día 17 - 22), además de un patrón de secreción tardía en el endometrio no afectado."
1,http://purl.obolibrary.org/obo/DOID_7293,adenocarcinoma endometrial endometrioide rico en mucina,Adenocarcinoma endometrial que se caracteriza por la presencia de abundante mucina.
1,http://purl.obolibrary.org/obo/DOID_7297,osteosarcoma extraóseo infantil,Osteosarcoma extraóseo que surge de los tejidos blandos y aparece durante la infancia.
1,http://purl.obolibrary.org/obo/DOID_7302,tumor del saco vitelino testicular con patrón de seno endodérmico,
1,http://purl.obolibrary.org/obo/DOID_7312,adenosis adenomioepitelial mamaria,
1,http://purl.obolibrary.org/obo/DOID_7315,cáncer de vejiga Jewett-Marshall,
1,http://purl.obolibrary.org/obo/DOID_7320,cistoestenofibroma seroso ovárico,Adenofibroma seroso ovárico que se caracteriza por la presencia de quistes o espacios quísticos.
1,http://purl.obolibrary.org/obo/DOID_7326,fascitis pseudosarcomatosa craneal,
1,http://purl.obolibrary.org/obo/DOID_7327,fibromatosis pseudosarcomatosa,
1,http://purl.obolibrary.org/obo/DOID_9598,fascitis,Enfermedad del tejido conjuntivo caracterizada por una inflamación localizada en la fascia.
1,http://purl.obolibrary.org/obo/DOID_7328,melanoma de células fusiformes del iris,Melanoma maligno del iris y melanoma intraocular de células fusiformes que se localiza en el iris.
1,http://purl.obolibrary.org/obo/DOID_7332,tuberculosis esofágica,"Tuberculosis gastrointestinal que implica la formación de úlceras tuberculosas localizadas en el esófago. La infección tiene síntoma de disfagia, tiene síntoma de tos, tiene síntoma de dolor torácico, tiene síntoma de fiebre y tiene síntoma de pérdida de peso."
1,http://purl.obolibrary.org/obo/DOID_7333,adenoma nefrogénico de vejiga urinaria,
1,http://purl.obolibrary.org/obo/DOID_7334,adenoma nefrogénico,
1,http://purl.obolibrary.org/obo/DOID_7340,disgerminoma ovárico infantil,Tumor de células germinales del ovario infantil que deriva de células que dan lugar a óvulos.
1,http://purl.obolibrary.org/obo/DOID_7347,hipertecosis estromal ovárica,"Enfermedad ovárica que se caracteriza por la presencia de nidos de células de la teca luteinizadas diseminados por todo el ovario, lo que provoca un hiperandrogenismo grave y resistencia a la insulina. Los síntomas clínicos incluyen acné lentamente progresivo, hirsutismo y virilización."
1,http://purl.obolibrary.org/obo/DOID_7350,displasia tímica,
1,http://purl.obolibrary.org/obo/DOID_7356,carcinoma sarcomatoide de recto,
1,http://purl.obolibrary.org/obo/DOID_7360,tumor de saco vitelino testicular de patrón sólido,
1,http://purl.obolibrary.org/obo/DOID_7363,carcinoma escamoso queratinizante vulvar,"Carcinoma de células escamosas de la vulva que se caracteriza por perlas de queratina, gránulos queratohialinos abundantes o queratinización citoplasmática densa."
1,http://purl.obolibrary.org/obo/DOID_7365,enfermedad de Kimura,
1,http://purl.obolibrary.org/obo/DOID_7371,cáncer superficial de vejiga urinaria,Carcinoma de vejiga que se origina en las células epiteliales (el revestimiento interno) de la pared de la vejiga y se limita a esta zona.
1,http://purl.obolibrary.org/obo/DOID_7378,hipoplasia hipofisaria,
1,http://purl.obolibrary.org/obo/DOID_7379,carcinoma de la médula suprarrenal,Cáncer de la médula suprarrenal que tiene base material en células anormalmente proliferantes deriva de células epiteliales.
1,http://purl.obolibrary.org/obo/DOID_738,cáncer de uretra femenino,
1,http://purl.obolibrary.org/obo/DOID_7380,papiloma de células escamosas de la piel,
1,http://purl.obolibrary.org/obo/DOID_7381,mesotelioma linfohistiocitoide,
1,http://purl.obolibrary.org/obo/DOID_7474,mesotelioma pleural maligno,Cáncer pleural que tiene base material en células del mesotelio.
1,http://purl.obolibrary.org/obo/DOID_7388,leiomiosarcoma de la vena pulmonar,Leiomiosarcoma que se localiza en la vena pulmonar.
1,http://purl.obolibrary.org/obo/DOID_7389,leiomiosarcoma de la arteria pulmonar,Leiomiosarcoma que se localiza en la arteria pulmonar.
1,http://purl.obolibrary.org/obo/DOID_7390,leiomiosarcoma de la vena cava superior,Leiomiosarcoma que se localiza en la vena cava superior.
1,http://purl.obolibrary.org/obo/DOID_7398,tumor neuroectodérmico primitivo cerebral,
1,http://purl.obolibrary.org/obo/DOID_7400,sndrome de rotura de Nijmegen,"Síndrome caracterizado por inestabilidad cromosómica, microcefalia, retraso del crecimiento, inmunodeficiencia, hipersensibilidad celular a los rayos X y predisposición al cáncer que tiene base material en mutación homocigota o heterocigota compuesta en NBN en el cromosoma 8q21.3."
1,http://purl.obolibrary.org/obo/DOID_7401,tumor colónico de células L productoras de péptido similar al glucagón,
1,http://purl.obolibrary.org/obo/DOID_7402,tumor productor de péptido similar al glucagón de células L,
1,http://purl.obolibrary.org/obo/DOID_7408,queratoacantoma vulvar,"Carcinoma de células escamosas de la vulva de crecimiento rápido, autolimitado y caracterizado por la presencia de un cráter central que contiene células escamosas. Las células escamosas proliferantes se infiltran en la dermis inferior y producen masas de queratina que son empujadas hacia la superficie del tumor. Se considera una variante del carcinoma de células escamosas bien diferenciado con un comportamiento clínico distinto."
1,http://purl.obolibrary.org/obo/DOID_7409,carcinoma vulvar de células escamosas no queratinizante,"Carcinoma de células escamosas de la vulva compuesto por células escamosas poligonales que crecen en láminas o nidos que pueden presentar puentes intercelulares, pero sin presencia de perlas de queratina."
1,http://purl.obolibrary.org/obo/DOID_7411,cistodenofibroma endometrioide ovárico,Adenofibroma endometrioide ovárico que se caracteriza por la presencia de quistes y/o espacios quísticos.
1,http://purl.obolibrary.org/obo/DOID_7426,carbunco cutáneo,"Enfermedad del ántrax que provoca una infección localizada en la piel, tiene base material en el Bacillus anthracis, que se transmite por contacto con animales infectados o productos de animales. La infección tiene síntoma de lesión en la piel que finalmente forma una úlcera con un centro negro."
1,http://purl.obolibrary.org/obo/DOID_7428,germinoma de la región pineal,
1,http://purl.obolibrary.org/obo/DOID_7429,germinoma cerebral infantil,"Germinoma cerebral que se caracteriza por tumor de la célula germinal en la infancia que tiene_base_material_en células anormalmente proliferantes derivadas_de células germinales, localizado_en área pineal y localizado_en área supraselar."
1,http://purl.obolibrary.org/obo/DOID_743,dermatographia,Urticaria física inducida por caricias en la piel.
1,http://purl.obolibrary.org/obo/DOID_7430,tumor cerebral germinal infantil,"Tumor de células germinales infantil del sistema nervioso central que se caracteriza por tumor de células germinales, que se desarrolla a partir de células embrionarias que permanecen en el cerebro después del nacimiento tiene base material en células anormalmente proliferantes deriva de células germinales."
1,http://purl.obolibrary.org/obo/DOID_7435,tumor del saco vitelino testicular con patrón polivesicular,
1,http://purl.obolibrary.org/obo/DOID_7436,adenocarcinoma endometrioide sarcomatoide del cuerpo uterino,Adenocarcinoma endometrial que tiene base material en elementos mesenquimales.
1,http://purl.obolibrary.org/obo/DOID_7437,tumor de células epitelioides perivasculares del útero,Tumor de células epitelioides perivasculares que se localiza en el útero.
1,http://purl.obolibrary.org/obo/DOID_7438,cistadenocarcinoma ovárico de células claras,Cistadenocarcinoma de ovario que se caracteriza por la presencia de células con citoplasma claro.
1,http://purl.obolibrary.org/obo/DOID_7439,pólipo del oído medio,
1,http://purl.obolibrary.org/obo/DOID_7441,polineuropatía metabólica crónica,
1,http://purl.obolibrary.org/obo/DOID_7442,gammapatía monoclonal de significado incierto,Enfermedad de las proteínas sanguíneas que se caracteriza por la presencia en la sangre de una proteína anormal denominada proteína monoclonal.
1,http://purl.obolibrary.org/obo/DOID_745,tumor adenomatoide del epidídimo,Neoplasia benigna del órgano reproductor masculino que se localiza en el epidídimo.
1,http://purl.obolibrary.org/obo/DOID_7457,enterobiasis,Enfermedad infecciosa parasitaria helmintiásica que consiste en la infección del ano por el oxiuro Enterobius vermicularis. El síntoma principal es el picor perianal. Las personas infectadas experimentan prurito perianal y excoriaciones por rascado.
1,http://purl.obolibrary.org/obo/DOID_7459,carcinoma de mama de células escamosas variante acantolítica,"Carcinoma de células escamosas de mama que se caracteriza por la falta de cohesividad de las células tumorales, lo que da lugar a un aspecto pseudovascular o pseudoglandular."
1,http://purl.obolibrary.org/obo/DOID_746,tumor adenomatoide,
1,http://purl.obolibrary.org/obo/DOID_7460,carcinoma de mama de células escamosas variante fusiforme,Carcinoma de células escamosas de mama que se caracteriza por la presencia de células malignas fusiformes y surge del parénquima mamario.
1,http://purl.obolibrary.org/obo/DOID_7461,carcinoma de mama de células escamosas variante queratinizante de célula grande,Carcinoma escamoso de mama caracterizado por células epiteliales grandes que contienen queratina.
1,http://purl.obolibrary.org/obo/DOID_7463,rabdomiosarcoma pleomórfico infantil,
1,http://purl.obolibrary.org/obo/DOID_7465,linfocitosis crónica de células NK,"Enfermedad por reacción de hipersensibilidad de tipo IV que se caracteriza por una linfocitosis absoluta de células natural killer (CD3- CD16+) a menudo con citopenia concurrente y tiene_síntomas de fiebre, artralgia, úlceras aftosas, erupción cutánea vasculítica y neuropatía periférica."
1,http://purl.obolibrary.org/obo/DOID_7479,somatostatinoma duodenal,
1,http://purl.obolibrary.org/obo/DOID_7480,carcinoma de células grandes con fenotipo rabdoide,
1,http://purl.obolibrary.org/obo/DOID_7482,meningioma del ápex petroso,
1,http://purl.obolibrary.org/obo/DOID_7483,carcinoma escamoso queratinizante cervical,"Carcinoma cervical de células escamosas que se caracteriza por perlas de queratina, gránulos queratohialinos abundantes o queratinización citoplasmática densa."
1,http://purl.obolibrary.org/obo/DOID_7488,cáncer de uretra posterior,Un cáncer uretral femenino localizado en la uretra posterior.
1,http://purl.obolibrary.org/obo/DOID_7489,enfermedad de Osgood-Schlatter,Enfermedad inflamatoria ósea que consiste en la rotura del cartílago de crecimiento de la tibia_in localizada en niños.
1,http://purl.obolibrary.org/obo/DOID_749,úlcera péptica activa,
1,http://purl.obolibrary.org/obo/DOID_7491,sarcoma epitelioide vulvar de tipo proximal,
1,http://purl.obolibrary.org/obo/DOID_7492,sarcoma epitelioide central,
1,http://purl.obolibrary.org/obo/DOID_7497,ependimoma cerebral,"Glioma cerebral que se caracteriza por tumor del ependima, tiene base material en células anormalmente proliferantes deriva de células ependimarias, localizado en columna vertebral en adultos y localizado en intracraneal (4º ventrículo) en niños."
1,http://purl.obolibrary.org/obo/DOID_7501,ependimoma infratentorial infantil,
1,http://purl.obolibrary.org/obo/DOID_7502,ependimoma supratentorial infantil,
1,http://purl.obolibrary.org/obo/DOID_7503,adenoma papilar de la vía biliar extrahepática,Adenoma de la vía biliar extrahepática que se localiza en la vía biliar extrahepática.
1,http://purl.obolibrary.org/obo/DOID_7506,tumor intestinal de células L productoras de péptido similar al glucagón,
1,http://purl.obolibrary.org/obo/DOID_7511,papilomatosis intraductal mamaria,Neoplasia benigna de la mama caracterizada por la presencia de múltiples papilomas intraductales.
1,http://purl.obolibrary.org/obo/DOID_7514,neoplasia anexial de Wolff,
1,http://purl.obolibrary.org/obo/DOID_7515,meningioma del canal medular lumbar y de la médula espinal,
1,http://purl.obolibrary.org/obo/DOID_7516,tumor mixto de células germinales del sistema nervioso central infantil,"Tumor de células germinales del sistema nervioso central de la infancia que se caracteriza por tumor mixto de células germinales, se desarrolla a partir de células embrionarias que permanecen en el cerebro después del nacimiento tiene base material en células anormalmente proliferantes deriva de células germinales."
1,http://purl.obolibrary.org/obo/DOID_7518,orgasmo femenino inhibido,
1,http://purl.obolibrary.org/obo/DOID_752,perforación de úlcera péptica,
1,http://purl.obolibrary.org/obo/DOID_7520,mioepiteliosis mamaria periductal,"Mioepiteliosis mamaria que se caracteriza por una proliferación multifocal, a menudo microscópica, de células mioepiteliales alrededor de pequeños conductos."
1,http://purl.obolibrary.org/obo/DOID_7521,mioepiteliosis mamaria,"Neoplasia mioepitelial mamaria que se caracteriza por una proliferación multifocal, a menudo microscópica, de células mioepiteliales en o alrededor de los conductos pequeños."
1,http://purl.obolibrary.org/obo/DOID_7522,"tumor embrionario infratentorial infantil con rosetas multicapa, C19MC alterado","Tumor embrionario infantil con rosetas multicapa, alterado por C19MC que surge de la región infratentorial y se presenta en niños."
1,http://purl.obolibrary.org/obo/DOID_7527,endometritis gonocócica aguda,Endometritis aguda causada por la gonorrea.
1,http://purl.obolibrary.org/obo/DOID_7528,endometritis aguda,Endometritis que se caracteriza por su aparición en los últimos 1 a 3 días.
1,http://purl.obolibrary.org/obo/DOID_7531,adenocarcinoma de glándula anal,Carcinoma de ano que deriva de células epiteliales de origen glandular localizadas en la glándula anal.
1,http://purl.obolibrary.org/obo/DOID_7532,papilomatosis escamosa,
1,http://purl.obolibrary.org/obo/DOID_7533,papilomatosis del conducto subareolar,
1,http://purl.obolibrary.org/obo/DOID_7537,carcinoma quístico hipersecretor de mama,"Carcinoma secretor de mama que se caracteriza por numerosos quistes de diversos tamaños que contienen material gelatinoso en el examen macroscópico, conductos dilatados microscópicamente que contienen secreción eosinofílica y ausencia de patrón micropapilar y atipia citológica en el epitelio de revestimiento."
1,http://purl.obolibrary.org/obo/DOID_7538,adenoma ductal mamario,Adenoma mamario que se caracteriza por una cápsula fibrótica prominente y un componente tubular bicapa.
1,http://purl.obolibrary.org/obo/DOID_7539,adenoma del embarazo,Adenoma mamario que se produce durante el embarazo.
1,http://purl.obolibrary.org/obo/DOID_754,tuberculosis vesical,"Tuberculosis urogenital que se localiza en la vejiga urinaria, lo que provoca fibrosis de los músculos de la pared vesical."
1,http://purl.obolibrary.org/obo/DOID_7540,adenoma apocrino de mama,Adenoma mamario que se caracteriza por la diferenciación apocina.
1,http://purl.obolibrary.org/obo/DOID_7541,carcinoma de mama metaplásico mixto epitelial/mesenquimal,Carcinoma metaplásico de mama que se caracteriza por la presencia de componentes epiteliales y mesenquimales.
1,http://purl.obolibrary.org/obo/DOID_7542,osteosarcoma óseo enfermedad de Paget,
1,http://purl.obolibrary.org/obo/DOID_7549,ceruminoma,
1,http://purl.obolibrary.org/obo/DOID_7553,carcinoma urotelial infiltrante de vejiga variante sarcomatoide,
1,http://purl.obolibrary.org/obo/DOID_7558,neuropatía motora glosofaríngea,
1,http://purl.obolibrary.org/obo/DOID_7559,neuropatía motora asimétrica,
1,http://purl.obolibrary.org/obo/DOID_7565,porocarcinoma ecrino vulvar,"Carcinoma de vulva que se caracteriza por una histología heterogénea que incluye células escamosas, células mucinosas, células claras, células pigmentadas y células fusiformes y deriva de glándulas sudoríparas ecrinas."
1,http://purl.obolibrary.org/obo/DOID_7566,porocarcinoma ecrino,
1,http://purl.obolibrary.org/obo/DOID_7567,hidradenocarcinoma vulvar de células claras,Carcinoma de vulva que deriva de las glándulas sudoríparas y se caracteriza por la presencia de células claras.
1,http://purl.obolibrary.org/obo/DOID_7571,nefroma quístico maligno,
1,http://purl.obolibrary.org/obo/DOID_7574,carcinoma papilar-coloide intraductal pancreático,
1,http://purl.obolibrary.org/obo/DOID_7575,neoplasia papilar mucinosa intraductal pancreática,Cáncer de páncreas que se caracteriza por ser una neoplasia epitelial de crecimiento lento con diferenciación ductal que surge del páncreas exocrino y crece principalmente dentro de los conductos pancreáticos.
1,http://purl.obolibrary.org/obo/DOID_7577,adenocarcinoma pancreático de glándula espumosa,
1,http://purl.obolibrary.org/obo/DOID_7578,carcinoma escirroso de mama,"Carcinoma de mama que se caracteriza por la presencia de tumores duros, fibrosos, especialmente invasivos, en los que las células malignas se presentan aisladas o en pequeños grupos o filamentos en el tejido conjuntivo denso."
1,http://purl.obolibrary.org/obo/DOID_7583,carcinoma verrucoso de glotis,
1,http://purl.obolibrary.org/obo/DOID_7584,carcinoma verrucoso de la subglotis,
1,http://purl.obolibrary.org/obo/DOID_7585,carcinoma de células escamosas de la subglotis,
1,http://purl.obolibrary.org/obo/DOID_7764,carcinoma de subglotis,
1,http://purl.obolibrary.org/obo/DOID_7586,carcinoma verrucoso supraglótico,
1,http://purl.obolibrary.org/obo/DOID_7587,carcinoma de células escamosas de la supraglotis,
1,http://purl.obolibrary.org/obo/DOID_7763,carcinoma de supraglotis,
1,http://purl.obolibrary.org/obo/DOID_7591,coriocarcinoma gestacional de ovario,Coriocarcinoma de ovario que se desarrolla en presencia de un evento gestacional precedente.
1,http://purl.obolibrary.org/obo/DOID_7596,carcinoma pulmonar relacionado con el amianto,
1,http://purl.obolibrary.org/obo/DOID_7598,carcinoma cervical de tipo linfoepitelioma,Carcinoma cervical de células escamosas que se caracteriza por islas mal definidas de células escamosas indiferenciadas en un fondo intensamente infi ltrado por linfocitos. Las células tumorales tienen núcleos vesiculares uniformes con nucleolos prominentes y cantidades moderadas de citoplasma ligeramente eosinófilo. Los bordes celulares son indistintos.
1,http://purl.obolibrary.org/obo/DOID_7599,carcinoma tímico de tipo linfoepitelioma,
1,http://purl.obolibrary.org/obo/DOID_7600,carcinoma infiltrante de vejiga de tipo linfoepitelioma,
1,http://purl.obolibrary.org/obo/DOID_7603,osteosarcoma fibrosarcomatoso,
1,http://purl.obolibrary.org/obo/DOID_7607,adenoma de células principales,
1,http://purl.obolibrary.org/obo/DOID_7608,adenoma paratiroideo,Neoplasia benigna de la glándula paratiroides que se localiza en la paratiroides.
1,http://purl.obolibrary.org/obo/DOID_7609,adenoma transicional de células claras paratiroideo,
1,http://purl.obolibrary.org/obo/DOID_7610,adenoma de paratiroides de tipo celular mixto,
1,http://purl.obolibrary.org/obo/DOID_7611,adenoma oncocítico paratiroideo,
1,http://purl.obolibrary.org/obo/DOID_7612,osteosarcoma intracortical infantil,
1,http://purl.obolibrary.org/obo/DOID_7613,sarcomatosis de las meninges,
1,http://purl.obolibrary.org/obo/DOID_7614,sarcoma de meninges,
1,http://purl.obolibrary.org/obo/DOID_7615,sarcomatosis,Sarcoma que da lugar a la formación de numerosos sarcomas o localizados en diversas partes del cuerpo.
1,http://purl.obolibrary.org/obo/DOID_7631,"tumor embrionario adulto con rosetas multicapa, C19MC alterado","Tumor embrionario con rosetas multicapa, alterado por C19MC, que se presenta en adultos."
1,http://purl.obolibrary.org/obo/DOID_7632,carcinoma de la glándula de Cowper,Cáncer del órgano reproductor masculino que tiene base material en células anormalmente proliferantes derivadas de células epiteliales y se localiza en la glándula de Cowper.
1,http://purl.obolibrary.org/obo/DOID_7633,agujeros maculares,
1,http://purl.obolibrary.org/obo/DOID_7634,meningioma supraselar,
1,http://purl.obolibrary.org/obo/DOID_7635,meningioma del ganglio de Gasserian,
1,http://purl.obolibrary.org/obo/DOID_7639,tumor cutáneo maligno de células granulares,
1,http://purl.obolibrary.org/obo/DOID_7642,carcinoma colangiolocelular,
1,http://purl.obolibrary.org/obo/DOID_7643,carcinoma cutáneo de células escamosas acantolítico,
1,http://purl.obolibrary.org/obo/DOID_7646,meningioma múltiple del canal medular y de la médula espinal,
1,http://purl.obolibrary.org/obo/DOID_7650,carcinoma ovárico de células pequeñas de tipo pulmonar,Carcinoma ovárico de células pequeñas que se parece al carcinoma pulmonar de células pequeñas de tipo neuroendocrino.
1,http://purl.obolibrary.org/obo/DOID_7651,carcinoma microcítico de ovario de tipo hipercalcémico,Carcinoma ovárico de células pequeñas asociado a hipercalcemia paraneoplásica.
1,http://purl.obolibrary.org/obo/DOID_7656,neoplasia astrocítica infiltrante del adulto,
1,http://purl.obolibrary.org/obo/DOID_7664,adenocarcinoma endometrial mixto,"Adenocarcinoma endometrial compuesto por tumores de tipo I (endometrioide) y de tipo II (seroso o de células claras), con al menos un 10% de cada componente."
1,http://purl.obolibrary.org/obo/DOID_7665,coriocarcinoma ovárico no gestacional,Tumor de células germinales primitivas de ovario que tiene base material en células trofoblásticas y se desarrolla en ausencia de un evento gestacional precedente.
1,http://purl.obolibrary.org/obo/DOID_7675,fibroma testicular,
1,http://purl.obolibrary.org/obo/DOID_7676,tecoma testicular,
1,http://purl.obolibrary.org/obo/DOID_7678,papiloma invertido del seno esfenoidal,
1,http://purl.obolibrary.org/obo/DOID_7679,seno esfenoidal Papiloma de Schneider,
1,http://purl.obolibrary.org/obo/DOID_771,cáncer de células retinianas,Neoplasia maligna que deriva de la retina.
1,http://purl.obolibrary.org/obo/DOID_7684,adenocarcinoma del seno maxilar,
1,http://purl.obolibrary.org/obo/DOID_7685,carcinoma papilar mucinoso intraductal no invasivo de páncreas,
1,http://purl.obolibrary.org/obo/DOID_7689,sarcoma leptomeníngeo,
1,http://purl.obolibrary.org/obo/DOID_7693,aneurisma aórtico abdominal,Aneurisma aórtico que se localiza en la aorta abdominal.
1,http://purl.obolibrary.org/obo/DOID_7694,adenocarcinoma uracal de vejiga,
1,http://purl.obolibrary.org/obo/DOID_7696,cáncer de hilio pulmonar,
1,http://purl.obolibrary.org/obo/DOID_7697,tumor pancreático productor de la hormona ACTH,
1,http://purl.obolibrary.org/obo/DOID_7698,tumor endocrino pancreático no funcionante,
1,http://purl.obolibrary.org/obo/DOID_7707,adenocarcinoma en anillo de sello del recto,
1,http://purl.obolibrary.org/obo/DOID_7708,piel perianal enfermedad de Paget,
1,http://purl.obolibrary.org/obo/DOID_7713,meningioma del tuberculum sellae,
1,http://purl.obolibrary.org/obo/DOID_7716,carcinoma mixto ductal-endocrino,
1,http://purl.obolibrary.org/obo/DOID_7717,carcinoma coloide de páncreas,
1,http://purl.obolibrary.org/obo/DOID_7718,neoplasia de células gigantes del páncreas de tipo osteoclástico,
1,http://purl.obolibrary.org/obo/DOID_7725,epilepsia con crisis tónico-clónicas generalizadas,Síndrome electroclínico adolescente-adulto que comienza en la adolescencia y presenta crisis tónico-clónicas generalizadas como único tipo de crisis.
1,http://purl.obolibrary.org/obo/DOID_7729,cistadenocarcinoma de células acinares,
1,http://purl.obolibrary.org/obo/DOID_7731,hemangiopericitoma maligno infantil,
1,http://purl.obolibrary.org/obo/DOID_7732,schwannoma maligno infantil,
1,http://purl.obolibrary.org/obo/DOID_7733,colangiocarcinoma intrahepático de células en anillo de sello,
1,http://purl.obolibrary.org/obo/DOID_7735,cistoadenoma coloide pancreático,
1,http://purl.obolibrary.org/obo/DOID_7736,telangiectasia retiniana,
1,http://purl.obolibrary.org/obo/DOID_774,linfoma de retina,
1,http://purl.obolibrary.org/obo/DOID_7747,retinoblastoma extraocular infantil,Retinoblastoma extraocular que afecta a los niños.
1,http://purl.obolibrary.org/obo/DOID_775,linfoma intraocular,
1,http://purl.obolibrary.org/obo/DOID_7750,ependimoma cerebral adulto,"Ependimoma cerebral que se caracteriza por tumor en el ependima de adultos localizado en columna vertebral, localizado en intracraneal (4º ventrículo) y tiene base material en células anormalmente proliferantes derivadas de células ependimarias."
1,http://purl.obolibrary.org/obo/DOID_7752,papilomatosis biliar extrahepática,Una papilomatosis biliar localizada_en un conducto biliar extrahepático.
1,http://purl.obolibrary.org/obo/DOID_7756,leucemia neonatal,Leucemia infantil que se produce durante el periodo neonatal.
1,http://purl.obolibrary.org/obo/DOID_7762,neoplasia renal quística multilocular infantil,Neoplasia benigna renal que engloba el nefroma quístico y el nefroblastoma quístico parcialmente diferenciado.
1,http://purl.obolibrary.org/obo/DOID_7765,enfermedad de Coats,
1,http://purl.obolibrary.org/obo/DOID_7787,osteosarcoma de mama,Sarcoma de mama que se origina en el hueso.
1,http://purl.obolibrary.org/obo/DOID_7788,ependimoma medular adulto,
1,http://purl.obolibrary.org/obo/DOID_7806,glioblastoma multiforme de la médula espinal en adultos,
1,http://purl.obolibrary.org/obo/DOID_7807,melanoma necrótico coroideo,
1,http://purl.obolibrary.org/obo/DOID_7808,melanoma uveal necrótico,Melanoma uveal caracterizado por la presencia de necrosis de las células tumorales.
1,http://purl.obolibrary.org/obo/DOID_7817,astrocitoma-ependimoma-oligodendroglioma mixto,
1,http://purl.obolibrary.org/obo/DOID_7818,meningioma petroclival,
