clase,etiqueta,def
http://purl.obolibrary.org/obo/DOID_0110918,esferocitosis hereditaria tipo 3,Una esferocitosis hereditaria que tiene_su_base_material_en una mutación autosómica dominante del gen SPTA1 en el cromosoma 1q23.1.
http://purl.obolibrary.org/obo/DOID_0110919,esferocitosis hereditaria tipo 4,Una esferocitosis hereditaria que tiene_su_base_material_en una mutación autosómica dominante del gen SLC4A1 en el cromosoma 17q21.31.
http://purl.obolibrary.org/obo/DOID_0110920,esferocitosis hereditaria tipo 5,Una esferocitosis hereditaria que tiene_su_base_material en una mutación del gen EPB42 en el cromosoma 15q15.2.
http://purl.obolibrary.org/obo/DOID_0111066,defecto congénito de la síntesis de ácidos biliares 5,"Defecto congénito de la síntesis de ácidos biliares caracterizado por hepatomegalia, fibrosis e insuficiencia hepáticas, esplenomegalia y niveles plasmáticos elevados de intermediarios de ácidos biliares que tiene_su_base_material_en una mutación homocigota en el gen ABCD3 del cromosoma 1p21."
http://purl.obolibrary.org/obo/DOID_0111067,defecto congénito de la síntesis de ácidos biliares 6,"Defecto congénito de la síntesis de ácidos biliares caracterizado por un aumento de las enzimas hepáticas, una disminución del colesterol y un aumento de los niveles séricos y urinarios de intermediarios de ácidos biliares que tiene_su_base_material_en una mutación homocigota en el gen ACOX2 del cromosoma 3p14."
http://purl.obolibrary.org/obo/DOID_0111068,defecto congénito de la síntesis de ácidos biliares 4,"Defecto congénito de la síntesis de ácidos biliares caracterizado por colestasis intrahepática, malabsorción de grasas y vitaminas liposolubles, disminución del colesterol sérico y aumento de los niveles de THCA en la bilis, el suero y la orina que tiene_su_base_material_en una mutación homocigota en el gen AMACR del cromosoma 5p13."
http://purl.obolibrary.org/obo/DOID_0111069,defecto congénito de la síntesis de ácidos biliares 2,"Defecto congénito de la síntesis de ácidos biliares caracterizado por la rápida progresión de una enfermedad hepática colestásica grave, niveles disminuidos de ácido quenodesoxicólico y ácido cólico en suero y orina, y malabsorción de grasas y vitaminas liposolubles que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en el gen AKR1D1 del cromosoma 7q33."
http://purl.obolibrary.org/obo/DOID_0111070,defecto congénito de la síntesis de ácidos biliares 3,"Defecto congénito de la síntesis de ácidos biliares caracterizado por colestasis intrahepática, malabsorción de grasas y vitaminas liposolubles y aumento de la bilirrubina sérica que tiene_su_base_material_en una mutación homocigota en el gen CYP7B1 del cromosoma 8q12."
http://purl.obolibrary.org/obo/DOID_0111071,defecto congénito de la síntesis de ácidos biliares 1,"Defecto congénito de la síntesis de ácidos biliares caracterizado por enfermedad hepática colestásica progresiva, hepatitis de células gigantes, malabsorción de grasas y vitaminas liposolubles, aumento de la bilirrubina sérica y disminución del colesterol sérico que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen HSD3B7 del cromosoma 16p."
http://purl.obolibrary.org/obo/DOID_0111077,deficiencia de piruvato quinasa de los glóbulos rojos,Una anemia hemolítica congénita no esferocítica que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en el gen PKLR del cromosoma 1q22.
http://purl.obolibrary.org/obo/DOID_2861,anemia hemolítica congénita no esferocítica,NA
http://purl.obolibrary.org/obo/DOID_0111080,Anemia de Fanconi grupo de complementación V,Una anemia de Fanconi que tiene_su_base_material_en una mutación homocigota en el gen MAD2L2 en el cromosoma 1p36.
http://purl.obolibrary.org/obo/DOID_13636,anemia de Fanconi,"Una anemia hipoplásica congénita caracterizada por una pancitopenia progresiva con insuficiencia de la médula ósea, malformaciones congénitas variables y predisposición a desarrollar tumores hematológicos o sólidos. Es el resultado de un defecto genético en un grupo de proteínas responsables de la reparación del ADN."
http://purl.obolibrary.org/obo/DOID_0111081,Anemia de Fanconi grupo de complementación T,Una anemia de Fanconi que tiene_su_base_material_en mutación heterocigota compuesta en el gen UBE2T en el cromosoma 1q32.
http://purl.obolibrary.org/obo/DOID_0111082,Anemia de Fanconi grupo de complementación L,Una anemia de Fanconi que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en el gen PHF9 del cromosoma 2p16.
http://purl.obolibrary.org/obo/DOID_0111083,Grupo de complementación de la anemia de Fanconi D2,Una anemia de Fanconi que tiene_su_base_material_en una mutación heterocigota u homocigota compuesta en el gen FANCD2 del cromosoma 3p25.
http://purl.obolibrary.org/obo/DOID_0111084,Anemia de Fanconi grupo de complementación E,Una anemia de Fanconi que tiene_su_base_material_en mutación homocigota en el gen FANCE en el cromosoma 6p22-p21.
http://purl.obolibrary.org/obo/DOID_0111085,Anemia de Fanconi grupo de complementación U,Una anemia de Fanconi que tiene_su_base_material_en una mutación homocigota en el gen XRCC2 en el cromosoma 7q36.
http://purl.obolibrary.org/obo/DOID_0111086,Anemia de Fanconi grupo de complementación G,Una anemia de Fanconi que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en el gen XRCC9 en el cromosoma 9p13.
http://purl.obolibrary.org/obo/DOID_0111087,Anemia de Fanconi grupo de complementación C,Una anemia de Fanconi que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen FANCC en el cromosoma 9q22.
http://purl.obolibrary.org/obo/DOID_0111088,Fanconi anemia complementación grupo F,Una anemia de Fanconi que tiene_su_base_material_en homocigoto o heterocigoto compuesto mutación en el gen FANCF en el cromosoma 11p15.
http://purl.obolibrary.org/obo/DOID_0111089,Grupo de complementación de la anemia de Fanconi D1,Una anemia de Fanconi que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en el gen BRCA2 del cromosoma 13q13.
http://purl.obolibrary.org/obo/DOID_0111090,Anemia de Fanconi grupo de complementación R,Una anemia de Fanconi que tiene_su_base_material_en mutación heterocigota en el gen RAD51 en el cromosoma 15q15.
http://purl.obolibrary.org/obo/DOID_0111091,Anemia de Fanconi grupo de complementación I,Una anemia de Fanconi que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en el gen FANCI en el cromosoma 15q26.
http://purl.obolibrary.org/obo/DOID_0111092,anemia de Fanconi grupo de complementación P,"Una anemia de Fanconi caracterizada por una mayor inestabilidad cromosómica, insuficiencia progresiva de la médula ósea y, en algunos casos, anomalías esqueléticas que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en el gen SLX4 del cromosoma 16p13.3."
http://purl.obolibrary.org/obo/DOID_0111093,Anemia de Fanconi grupo de complementación Q,Una anemia de Fanconi que tiene_su_base_material_en mutación heterocigota compuesta en el gen ERCC4 en el cromosoma 16p13.
http://purl.obolibrary.org/obo/DOID_0111094,Anemia de Fanconi grupo de complementación N,Una anemia de Fanconi que tiene_su_base_material_en mutación heterocigota compuesta en el gen PALB2 en el cromosoma 16p12.
http://purl.obolibrary.org/obo/DOID_0111095,Anemia de Fanconi grupo de complementación A,Una anemia de Fanconi que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen FANCA en el cromosoma 16q24.
http://purl.obolibrary.org/obo/DOID_0111096,Anemia de Fanconi grupo de complementación O,Una anemia de Fanconi que tiene_su_base_material_en mutación homocigota en el gen RAD51C en el cromosoma 17q21-q24.
http://purl.obolibrary.org/obo/DOID_0111097,Anemia de Fanconi grupo de complementación J,Una anemia de Fanconi que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en el gen BRIP1 en el cromosoma 17q22.
http://purl.obolibrary.org/obo/DOID_0111098,Anemia de Fanconi grupo de complementación B,Una anemia de Fanconi que tiene_su_base_material_en mutación en el gen FANCB en el cromosoma Xp22.
http://purl.obolibrary.org/obo/DOID_0111135,lipodistrofia generalizada congénita tipo 1,Una lipodistrofia generalizada congénita que tiene_su_base_material_en una mutación autosómica recesiva de AGPAT2 en el cromosoma 9q34.3.
http://purl.obolibrary.org/obo/DOID_0111136,lipodistrofia generalizada congénita tipo 2,Una lipodistrofia generalizada congénita que tiene_su_base_material_en una mutación autosómica recesiva del BSCL2 en el cromosoma 11q12.3.
http://purl.obolibrary.org/obo/DOID_0111137,lipodistrofia generalizada congénita tipo 3,Una lipodistrofia generalizada congénita que tiene_su_base_material_en una mutación autosómica recesiva de CAV1 en el cromosoma 7q31.2.
http://purl.obolibrary.org/obo/DOID_0111138,lipodistrofia generalizada congénita tipo 4,Una lipodistrofia generalizada congénita que tiene_su_base_material_en una mutación autosómica recesiva de CAVIN1 en el cromosoma 17q21.2.
http://purl.obolibrary.org/obo/DOID_0111153,trastorno congénito del movimiento en espejo,Enfermedad del movimiento caracterizada por movimientos involuntarios de un lado del cuerpo que reflejan los movimientos intencionados del lado opuesto y que afecta principalmente a las extremidades superiores.
http://purl.obolibrary.org/obo/DOID_0111169,heterotopía subcortical en banda,Anomalía congénita del sistema nervioso caracterizada por la migración de neuronas a lugares ectópicos del cerebro donde las neuronas forman zonas que aparecen como grupos de tejido blanco en banda bajo el tejido gris de la corteza cerebral.
http://purl.obolibrary.org/obo/DOID_0111216,miopatía centronuclear autosómica recesiva,Una miopatía centronuclear que tiene_su_base_material_en la herencia autosómica recesiva.
http://purl.obolibrary.org/obo/DOID_14717,miopatía centronuclear,"Una miopatía estructural congénita caracterizada por núcleos anormalmente localizados en las células musculares esqueléticas. Los núcleos están situados en el centro de la célula, en lugar de su ubicación normal en la periferia."
http://purl.obolibrary.org/obo/DOID_0111217,miopatía centronuclear autosómica dominante,Una miopatía centronuclear que tiene_su_base_material_en la herencia autosómica dominante.
http://purl.obolibrary.org/obo/DOID_0111220,miopatía centronuclear 2,Una miopatía centronuclear autosómica recesiva que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en BIN1 en 2q14.3.
http://purl.obolibrary.org/obo/DOID_0111221,miopatía centronuclear 6 con desproporción de fibras,Una miopatía centronuclear autosómica recesiva que se caracteriza por la aparición en la infancia o la niñez temprana de una miopatía centronuclear lentamente progresiva que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen ZAK en 2q31.1.
http://purl.obolibrary.org/obo/DOID_0111222,miopatía centronuclear 5,"Una miopatía centronuclear autosómica recesiva caracterizada por hipotonía neonatal grave, insuficiencia respiratoria y dificultad para alimentarse que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en SPEG en 2q35."
http://purl.obolibrary.org/obo/DOID_0111223,miopatía centronuclear 1,"Una miopatía centronuclear autosómica dominante caracterizada por un desgaste muscular lentamente progresivo y debilidad que afecta principalmente a los músculos de la cintura de las extremidades, el tronco y el cuello que tiene_su_base_material_en mutación heterocigota en DNM2 en 19p13.2."
http://purl.obolibrary.org/obo/DOID_0111224,miopatía centronuclear 4,Una miopatía centronuclear autosómica dominante que tiene_su_base_material_en mutación heterocigota en CCDC78 en 16p13.3.
http://purl.obolibrary.org/obo/DOID_0111225,miopatía centronuclear ligada al cromosoma X,Una miopatía centronuclear que tiene_su_base_material_en la herencia ligada al cromosoma X de mutaciones en MTM1 en Xq28.
http://purl.obolibrary.org/obo/DOID_0111226,miopatía congénita ligada al cromosoma X con desproporción de tipo fibroso,"Una desproporción congénita de tipo fibroso caracterizada por ptosis bilateral, debilidad facial, alteración de la succión, hipotonía generalizada e insuficiencia respiratoria que tiene_su_base_material_en mutación en la región cromosómica Xq13.1-q22.1."
http://purl.obolibrary.org/obo/DOID_0112374,distrofia muscular-distroglicanopatía,Una distrofia muscular congénita caracterizada por una distrofia muscular resultante de una glicosilación defectuosa del distroglicano.
http://purl.obolibrary.org/obo/DOID_0111230,distrofia muscular congénita-distroglicanopatía tipo A11,Una distrofia muscular congénita-distroglicanopatía tipo A que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en B3GALNT2 en 1q42.3.
http://purl.obolibrary.org/obo/DOID_0111231,distrofia muscular congénita-distroglicanopatía tipo A8,Una distrofia muscular congénita-distroglicanopatía tipo A que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en POMGNT2 en 3p22.1.
http://purl.obolibrary.org/obo/DOID_0111232,distrofia muscular congénita-distroglicanopatía tipo A9,Una distrofia muscular congénita-distroglicanopatía tipo A que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en DAG1 en 3p21.31.
http://purl.obolibrary.org/obo/DOID_0111233,distrofia muscular congénita-distroglicanopatía A14,Una distrofia muscular congénita-distroglicanopatía tipo A que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en en GMPPB en 3p21.31.
http://purl.obolibrary.org/obo/DOID_0111234,distrofia muscular congénita-distroglicanopatía A7,Una distrofia muscular congénita-distroglicanopatía tipo A que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en ISPD en 7p21.2-p21.1.
http://purl.obolibrary.org/obo/DOID_0111235,distrofia muscular congénita-distroglicanopatía tipo A12,Una distrofia muscular congénita-distroglicanopatía tipo A que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en POMK en 8p11.21.
http://purl.obolibrary.org/obo/DOID_0111236,distrofia muscular congénita-distroglicanopatía tipo A3,Una distrofia muscular congénita-distroglicanopatía tipo A que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en POMGNT1 en 1p34.1.
http://purl.obolibrary.org/obo/DOID_0111237,distrofia muscular congénita-distroglicanopatía tipo A1,Una distrofia muscular congénita-distroglicanopatía tipo A que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en POMT1 en 9q34.13.
http://purl.obolibrary.org/obo/DOID_0111238,distrofia muscular congénita-distroglicanopatía tipo A13,Una distrofia muscular congénita-distroglicanopatía tipo A que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en B4GAT1 en 11q13.2.
http://purl.obolibrary.org/obo/DOID_0111239,distrofia muscular congénita-distroglicanopatía tipo A10,Una distrofia muscular congénita-distroglicanopatía tipo A que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en RXYLT1 en 12q14.2.
http://purl.obolibrary.org/obo/DOID_0111240,distrofia muscular congénita-distroglicanopatía tipo A2,Una distrofia muscular congénita-distroglicanopatía tipo A que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en POMT2 en 14q24.3.
http://purl.obolibrary.org/obo/DOID_0111241,distrofia muscular congénita-distroglicanopatía tipo A5,Una distrofia muscular congénita-distroglicanopatía tipo A que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en FKRP en 19q13.32.
http://purl.obolibrary.org/obo/DOID_0111242,distrofia muscular congénita-distroglicanopatía tipo A6,Una distrofia muscular congénita-distroglicanopatía tipo A que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en LARGE en 22q12.3.
http://purl.obolibrary.org/obo/DOID_0111244,queratodermia palmoplantar y alopecia congénita 1,"Una displasia ectodérmica caracterizada por la herencia autosómica dominante de hiperqueratosis grave, alopecia congénita y, en algunos pacientes, anomalías ungueales que tiene_su_base_material_en la mutación heterocigota en GJA1 en 6q22.31."
http://purl.obolibrary.org/obo/DOID_0111245,queratodermia palmoplantar y alopecia congénita 2,"Una displasia ectodérmica caracterizada por la herencia autosómica recesiva de alopecia, hiperqueratosis palmoplantar progresiva que da lugar a esclerodactilia y suele asociarse a cataratas y formación de pseudoainhumaciones."
http://purl.obolibrary.org/obo/DOID_0111334,deficiencia congénita de leptina,"Síndrome caracterizado por obesidad grave de aparición precoz, hiperfagia, hipogonadismo hipogonadotrópico y disfunción neuroendocrina y metabólica que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en LEP en el cromosoma 7q32.1."
http://purl.obolibrary.org/obo/DOID_0111347,epidermólisis bullosa con ausencia congénita localizada de piel y deformidad de las uñas,"Una epidermólisis bullosa distrófica autosómica dominante caracterizada por ampollas graves en la piel y las mucosas, ausencia congénita de piel en las extremidades inferiores y ausencia o deformidad congénita de las uñas que tiene_su_base_material_en una mutación heterocigota en el gen COL7A1 del cromosoma 3p21.31."
http://purl.obolibrary.org/obo/DOID_0111359,gran nevus melanocítico congénito,Enfermedad cutánea caracterizada por la presencia al nacer de una lesión cutánea pigmentada compuesta por melanocitos de más de 20 cm de diámetro proyectado en la edad adulta que tiene_su_base_material_en mutación somática en el gen NRAS del cromosoma 11p15.5.
http://purl.obolibrary.org/obo/DOID_0111363,anemia con cuerpos de Heinz,"Anemia hemolítica congénita no esferocítica caracterizada por anemia hemolítica no esferocítica de Dacie tipo I con cuerpos de Heinz observados en los eritrocitos tras una esplenectomía que tiene_su_base_material_en una mutación heterocigota en los genes HBA1,HBA2 o HBB en el cromosoma 11p15.4,16p13.3 y 16p13.3,respectivamente."
http://purl.obolibrary.org/obo/DOID_0111396,anemia diseritropoyética congénita tipo I,"Una anemia diseritropoyética congénita caracterizada por la herencia autosómica recesiva de anemia macrocítica, eritropoyesis ineficaz y hemocromatosis secundaria."
http://purl.obolibrary.org/obo/DOID_1338,anemia diseritropoyética congénita,"Una anemia hemolítica congénita caracterizada por una eritropoyesis ineficaz, y que resulta de una disminución del número de glóbulos rojos (GR) en el organismo y de una cantidad de hemoglobina en la sangre inferior a la normal."
http://purl.obolibrary.org/obo/DOID_0111397,anemia diseritropoyética congénita tipo Ib,Una anemia diseritropoyética congénita tipo I que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en C15orf41 en el cromosoma 15q14.
http://purl.obolibrary.org/obo/DOID_0111398,anemia diseritropoyética congénita tipo Ia,Una anemia diseritropoyética congénita tipo I que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en el gen CDAN1 del cromosoma 15q15.2.
http://purl.obolibrary.org/obo/DOID_0111399,anemia diseritropoyética congénita tipo III,"Una anemia diseritropoyética congénita caracterizada por anemia no progresiva de leve a moderada, macrocitosis en la sangre periférica y eritroblastos multinucleados gigantes que tiene_su_base_material_en una mutación heterocigota en un intervalo de 11 cM dentro del cromosoma 15q21-q25."
http://purl.obolibrary.org/obo/DOID_0111400,anemia diseritropoyética congénita tipo IV,Una anemia diseritropoyética congénita caracterizada por una eritropoyesis ineficaz y hemólisis que provoca anemia y una morfología anormal de los eritroblastos que tiene_su_base_material_en una mutación heterocigota en el gen KLF1 del cromosoma 19p13.13.
http://purl.obolibrary.org/obo/DOID_0111401,anemia diseritropoyética congénita tipo II,"Una anemia diseritropoyética congénita caracterizada por anemia de leve a grave, eritroblastos binucleados y multinucleados en la médula ósea, ictericia y esplenomegalia y que puede provocar sobrecarga de hierro en el hígado y cálculos biliares que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en el gen SEC23B del cromosoma 20p11.23."
http://purl.obolibrary.org/obo/DOID_0111568,astrágalo vertical congénito,"Enfermedad del tejido conjuntivo caracterizada por la luxación de la articulación talonavicular con orientación vertical del astrágalo y luxación dorsal rígida del navicular, deformidad en equino del calcáneo, deformidad en abducción del antepié y contractura de los tejidos blandos del retropié y el mediopié que tiene_su_base_material_en una mutación heterocigota en el gen HOXD10 del cromosoma 2q31.1."
http://purl.obolibrary.org/obo/DOID_0111591,"defectos cardiacos congénitos, hamartoma lingual y polisindactilia","Síndrome caracterizado por defectos cardiacos congénitos, hamartoma lingual y polisindactilia que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen WDPCP del cromosoma 2p15."
http://purl.obolibrary.org/obo/DOID_0111595,aracnodactilia contractural congénita,"Una artrogriposis distal caracterizada por contracturas, aracnodactilia, escoliosis y orejas arrugadas que tiene_su_base_material_en una mutación heterocigota en el gen FBN2 del cromosoma 5q23.3."
http://purl.obolibrary.org/obo/DOID_0111633,deficiencia congénita de sucrasa-isomaltasa,Trastorno metabólico de los hidratos de carbono caracterizado por una mala absorción de oligosacáridos y disacáridos que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en SI en el cromosoma 3q26.1.
http://purl.obolibrary.org/obo/DOID_0111646,deficiencia congénita de lactasa,Trastorno metabólico de los hidratos de carbono caracterizado por diarrea acuosa en lactantes alimentados con leche materna u otras fórmulas que contienen lactosa que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en LCT en el cromosoma 2q21.3.
http://purl.obolibrary.org/obo/DOID_0111706,hendidura facial oblicua 1,"Una hendidura orofacial caracterizada por un defecto óculo-facial congénito unilateral o bilateral que comienza en el labio superior lateral al arco de Cupido, luego corre lateral al ala nasal, terminando en el párpado inferior lateral al punto inferior que tiene_su_base_material_en mutación heterocigota en el gen SPECC1L en el cromosoma 22q11.23."
http://purl.obolibrary.org/obo/DOID_0111716,criptoftalmia,Trastorno físico caracterizado por una displasia ocular con malformación de los párpados.
http://purl.obolibrary.org/obo/DOID_0111717,criptoftalmia aislada,Una criptoftalmia caracterizada por la ausencia de párpados con piel que cubre el ojo y a menudo una malformación ocular subyacente.
http://purl.obolibrary.org/obo/DOID_0111718,criptoftalmia parcial,"Una criptoftalmia aislada caracterizada por un párpado superior mal definido y completamente fusionado, a menudo sobre un globo anormalmente desarrollado y una córnea queratinizada."
http://purl.obolibrary.org/obo/DOID_0111719,criptoftalmia completa,Una criptoftalmia aislada caracterizada por un fallo en la formación de los pliegues del párpado y el globo resulta en una piel que se extiende desde la ceja hasta la mejilla sin estructuras anexiales identificables y a menudo la presencia de una estructura ocular vestigial o un quiste dentro de la cuenca.
http://purl.obolibrary.org/obo/DOID_0111720,simbléfaron congénito,"Una criptoftalmia aislada caracterizada por la fusión de la piel del párpado superior con la cara superior del globo terráqueo, a menudo asociada a una microftalmia."
http://purl.obolibrary.org/obo/DOID_0111733,síndrome de hipoplasia pancreática-diabetes-cardiopatía congénita,"Síndrome caracterizado por agenesia pancreática parcial, diabetes mellitus y anomalías cardiacas que tiene_su_base_material_en una mutación heterocigota en GATA6 en el cromosoma 18q11.2."
http://purl.obolibrary.org/obo/DOID_0111790,nistagmo congénito 1,Un nistagmo congénito que tiene_su_base_material_en mutación en el gen FRMD7 en el cromosoma Xq26.2.
http://purl.obolibrary.org/obo/DOID_9649,nistagmo congénito,"Un nistagmo patológico, presente al nacer, caracterizado por movimientos oculares involuntarios y rítmicos que ;oscilan normalmente en dirección horizontal."
http://purl.obolibrary.org/obo/DOID_0111791,nistagmo congénito 7,Un nistagmo congénito que tiene_su_base_material_en una mutación heterocigota en una región del cromosoma 1q31.3-q32.1.
http://purl.obolibrary.org/obo/DOID_0111792,nistagmo congénito 2,Un nistagmo congénito que tiene_su_base_material_en una mutación heterocigota en una región del cromosoma 6p12.
http://purl.obolibrary.org/obo/DOID_0111793,nistagmo congénito 3,Un nistagmo congénito que tiene_su_base_material_en una mutación heterocigota en una región del cromosoma 7p11.2.
http://purl.obolibrary.org/obo/DOID_0111795,nistagmo congénito 6,Un nistagmo congénito que tiene_su_base_material_en una mutación hemicigota u homocigótica en el gen GPR143 del cromosoma Xp22.2.
http://purl.obolibrary.org/obo/DOID_0111796,nistagmo congénito 5,Un nistagmo congénito que tiene_su_base_material_en una mutación hemicigota o heterocigótica en una región del cromosoma Xp11.4.
http://purl.obolibrary.org/obo/DOID_0111797,nistagmo congénito autosómico recesivo,Un nistagmo congénito caracterizado por una herencia autosómica recesiva.
http://purl.obolibrary.org/obo/DOID_0111808,defectos cutáneos lineales con múltiples anomalías congénitas 1,Una microftalmia sindrómica caracterizada por microftalmia unilateral o bilateral y defectos cutáneos lineales en la cara y el cuello en las mujeres y muerte fetal en los hombres que tiene_su_base_material_en mutación heterocigota o hemicigota en el gen HCCS del cromosoma Xp22.2.
http://purl.obolibrary.org/obo/DOID_0111835,hipotiroidismo congénito no nitroso 9,Un hipotiroidismo congénito caracterizado por una glándula tiroides pequeña con niveles bajos de T4 libre y niveles inapropiadamente normales de hormona estimulante de la tiroides que tiene_su_base_material_en mutación hemicigota en el gen IRS4 en el cromosoma Xq22.3.
http://purl.obolibrary.org/obo/DOID_0111836,hipotiroidismo congénito no nitroso 7,"Hipotiroidismo congénito caracterizado por niveles de T4 de normales a bajos y de tirotropina de normales a altos, con respuesta hipofisaria reducida o ausente a la hormona liberadora de tirotropina que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen TRHR del cromosoma 8q23.1."
http://purl.obolibrary.org/obo/DOID_0111837,hipotiroidismo congénito no nitroso 8,Hipotiroidismo congénito caracterizado por un hipotiroidismo central relativamente leve que tiene_su_base_material_en mutación heterocigota o hemicigota en el gen TBL1X del cromosoma Xp22.3-p22.2.
http://purl.obolibrary.org/obo/DOID_0111839,trastorno congénito de la glucosilación Icc,"Un trastorno congénito de la glucosilación tipo I caracterizado por retraso del desarrollo, desarrollo intelectual deficiente y dismorfismo facial leve asociado con un enfoque isoeléctrico anormal de la transferrina sérica consistente con un patrón de tipo 1 que tiene_su_base_material_en mutación hemicigota en el gen MAGT1 del cromosoma Xq21.1."
http://purl.obolibrary.org/obo/DOID_0111846,Anemia hemolítica congénita ligada al cromosoma X,Una anemia hemolítica congénita caracterizada por una anemia hemolítica congénita leve sin anomalías morfológicas de los glóbulos rojos que tiene_su_base_material_en una mutación hemicigota en el gen ATP11C del cromosoma Xq27.1.
http://purl.obolibrary.org/obo/DOID_589,anemia hemolítica congénita,NA
http://purl.obolibrary.org/obo/DOID_0111862,ausencia bilateral congénita de los conductos deferentes,"Infertilidad masculina que se caracteriza por la ausencia bilateral de los conductos deferentes, lo que provoca azoospermia obstructiva e infertilidad masculina."
http://purl.obolibrary.org/obo/DOID_0111863,Ausencia bilateral congénita de conductos deferentes ligada al cromosoma X,Una ausencia bilateral congénita de conductos deferentes que tiene_su_base_material_en mutación en el gen ADGRG2 en el cromosoma Xp22.13.
http://purl.obolibrary.org/obo/DOID_0111864,ausencia bilateral congénita autosómica recesiva de los conductos deferentes,Una ausencia bilateral congénita de los conductos deferentes que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en el gen CFTR del cromosoma 7q31.2.
http://purl.obolibrary.org/obo/DOID_0111876,defectos cutáneos lineales con múltiples anomalías congénitas 3,"Un defecto cutáneo lineal con múltiples anomalías congénitas caracterizado por defectos cutáneos lineales, cardiomiopatía y otras anomalías congénitas diversas que tiene_su_base_material_en mutación heterocigota en el gen NDUFB11 del cromosoma Xp11.3."
http://purl.obolibrary.org/obo/DOID_0111877,defectos cutáneos lineales con múltiples anomalías congénitas 2,"Un defecto cutáneo lineal con múltiples anomalías congénitas caracterizado por defectos cutáneos lineales, microcefalia, dismorfismo facial y otras anomalías congénitas que tiene_su_base_material_en una mutación heterocigota en el gen COX7B del cromosoma Xq21.1."
http://purl.obolibrary.org/obo/DOID_0111878,Anemia de Diamond-Blackfan 7,Una anemia de Diamond-Blackfan que tiene_su_base_material_en una mutación heterocigota en el gen RPL11 en el cromosoma 1p36.11.
http://purl.obolibrary.org/obo/DOID_1339,Anemia de Diamond-Blackfan,Anemia hipoplásica congénita que se caracteriza por anemia (recuento bajo de glóbulos rojos) con disminución de los progenitores eritroides en la médula ósea y tiene_su_base_material niveles insuficientes de glóbulos rojos debido a una disfunción de la médula ósea.
http://purl.obolibrary.org/obo/DOID_0111879,Anemia de Diamond-Blackfan 6,Una anemia de Diamond-Blackfan que tiene_su_base_material_en una mutación heterocigota en el gen RPL5 en el cromosoma 1p22.1.
http://purl.obolibrary.org/obo/DOID_0111880,Anemia de Diamond-Blackfan 17,Una anemia de Diamond-Blackfan que tiene_su_base_material_en una mutación heterocigota en el gen RPS27 en el cromosoma 1q21.3.
http://purl.obolibrary.org/obo/DOID_0111881,Anemia de Diamond-Blackfan 8,Una anemia de Diamond-Blackfan que tiene_su_base_material_en una mutación heterocigota en el gen RPS7 del cromosoma 2p25.3.
http://purl.obolibrary.org/obo/DOID_0111882,Anemia de Diamond-Blackfan 12,Una anemia de Diamond-Blackfan que tiene_su_base_material_en una mutación heterocigota en el gen RPL15 en el cromosoma 3p24.2.
http://purl.obolibrary.org/obo/DOID_0111883,Anemia de Diamond-Blackfan 5,Una anemia de Diamond-Blackfan que tiene_su_base_material_en una mutación heterocigota en el gen RPL35A en el cromosoma 3q29.
http://purl.obolibrary.org/obo/DOID_0111884,Anemia de Diamond-Blackfan 9,Una anemia de Diamond-Blackfan que tiene_su_base_material_en una mutación heterocigota en el gen RPS10 en el cromosoma 6p21.31.
