class,label,definition,clase,etiqueta,definición,class_match
http://purl.obolibrary.org/obo/DOID_0111233,congenital muscular dystrophy-dystroglycanopathy A14,A congenital muscular dystrophy-dystroglycanopathy type A that has_material_basis_in homozygous or compound heterozygous mutation in in GMPPB on 3p21.31.,http://purl.obolibrary.org/obo/DOID_0111233,distrofia muscular congénita-distroglicanopatía A14,Una distrofia muscular congénita-distroglicanopatía tipo A que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en en GMPPB en 3p21.31.,TRUE
http://purl.obolibrary.org/obo/DOID_0111234,congenital muscular dystrophy-dystroglycanopathy A7,A congenital muscular dystrophy-dystroglycanopathy type A that has_material_basis_in homozygous or compound heterozygous mutation in ISPD on 7p21.2-p21.1.,http://purl.obolibrary.org/obo/DOID_0111234,distrofia muscular congénita-distroglicanopatía A7,Una distrofia muscular congénita-distroglicanopatía tipo A que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en ISPD en 7p21.2-p21.1.,TRUE
http://purl.obolibrary.org/obo/DOID_0111235,congenital muscular dystrophy-dystroglycanopathy type A12,A congenital muscular dystrophy-dystroglycanopathy type A that has_material_basis_in homozygous or compound heterozygous mutation in POMK on 8p11.21.,http://purl.obolibrary.org/obo/DOID_0111235,distrofia muscular congénita-distroglicanopatía tipo A12,Una distrofia muscular congénita-distroglicanopatía tipo A que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en POMK en 8p11.21.,TRUE
http://purl.obolibrary.org/obo/DOID_0111236,congenital muscular dystrophy-dystroglycanopathy type A3,A congenital muscular dystrophy-dystroglycanopathy type A that has_material_basis_in homozygous or compound heterozygous mutation in POMGNT1 on 1p34.1.,http://purl.obolibrary.org/obo/DOID_0111236,distrofia muscular congénita-distroglicanopatía tipo A3,Una distrofia muscular congénita-distroglicanopatía tipo A que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en POMGNT1 en 1p34.1.,TRUE
http://purl.obolibrary.org/obo/DOID_0111237,congenital muscular dystrophy-dystroglycanopathy type A1,A congenital muscular dystrophy-dystroglycanopathy type A that has_material_basis_in homozygous or compound heterozygous mutation in POMT1 on 9q34.13.,http://purl.obolibrary.org/obo/DOID_0111237,distrofia muscular congénita-distroglicanopatía tipo A1,Una distrofia muscular congénita-distroglicanopatía tipo A que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en POMT1 en 9q34.13.,TRUE
http://purl.obolibrary.org/obo/DOID_0111238,congenital muscular dystrophy-dystroglycanopathy type A13,A congenital muscular dystrophy-dystroglycanopathy type A that has_material_basis_in homozygous or compound heterozygous mutation in B4GAT1 on 11q13.2.,http://purl.obolibrary.org/obo/DOID_0111238,distrofia muscular congénita-distroglicanopatía tipo A13,Una distrofia muscular congénita-distroglicanopatía tipo A que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en B4GAT1 en 11q13.2.,TRUE
http://purl.obolibrary.org/obo/DOID_0111239,congenital muscular dystrophy-dystroglycanopathy type A10,A congenital muscular dystrophy-dystroglycanopathy type A that has_material_basis_in homozygous or compound heterozygous mutation in RXYLT1 on 12q14.2.,http://purl.obolibrary.org/obo/DOID_0111239,distrofia muscular congénita-distroglicanopatía tipo A10,Una distrofia muscular congénita-distroglicanopatía tipo A que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en RXYLT1 en 12q14.2.,TRUE
http://purl.obolibrary.org/obo/DOID_0111240,congenital muscular dystrophy-dystroglycanopathy type A2,A congenital muscular dystrophy-dystroglycanopathy type A that has_material_basis_in homozygous or compound heterozygous mutation in POMT2 on 14q24.3.,http://purl.obolibrary.org/obo/DOID_0111240,distrofia muscular congénita-distroglicanopatía tipo A2,Una distrofia muscular congénita-distroglicanopatía tipo A que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en POMT2 en 14q24.3.,TRUE
http://purl.obolibrary.org/obo/DOID_0111241,congenital muscular dystrophy-dystroglycanopathy type A5,A congenital muscular dystrophy-dystroglycanopathy type A that has_material_basis_in homozygous or compound heterozygous mutation in FKRP on 19q13.32.,http://purl.obolibrary.org/obo/DOID_0111241,distrofia muscular congénita-distroglicanopatía tipo A5,Una distrofia muscular congénita-distroglicanopatía tipo A que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en FKRP en 19q13.32.,TRUE
http://purl.obolibrary.org/obo/DOID_0111242,congenital muscular dystrophy-dystroglycanopathy type A6,A congenital muscular dystrophy-dystroglycanopathy type A that has_material_basis_in homozygous or compound heterozygous mutation in LARGE on 22q12.3.,http://purl.obolibrary.org/obo/DOID_0111242,distrofia muscular congénita-distroglicanopatía tipo A6,Una distrofia muscular congénita-distroglicanopatía tipo A que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en LARGE en 22q12.3.,TRUE
http://purl.obolibrary.org/obo/DOID_0111244,palmoplantar keratoderma and congenital alopecia 1,"An ectodermal dysplasia characterized by autosomal dominant inheritance of severe hyperkeratosis, congenital alopecia, and in some patients nail anomalies that has_material_basis_in heterozygous mutation in GJA1 on 6q22.31.",http://purl.obolibrary.org/obo/DOID_0111244,queratodermia palmoplantar y alopecia congénita 1,"Una displasia ectodérmica caracterizada por la herencia autosómica dominante de hiperqueratosis grave, alopecia congénita y, en algunos pacientes, anomalías ungueales que tiene_su_base_material_en la mutación heterocigota en GJA1 en 6q22.31.",TRUE
http://purl.obolibrary.org/obo/DOID_0111245,palmoplantar keratoderma and congenital alopecia 2,"An ectodermal dysplasia characterized by autosomal recessive inheritance of alopecia, progressive palmoplantar hyperkeratosis resulting in sclerodactyly and usually associated with cataracts and pseudoainhum formation.",http://purl.obolibrary.org/obo/DOID_0111245,queratodermia palmoplantar y alopecia congénita 2,"Una displasia ectodérmica caracterizada por la herencia autosómica recesiva de alopecia, hiperqueratosis palmoplantar progresiva que da lugar a esclerodactilia y suele asociarse a cataratas y formación de pseudoainhumaciones.",TRUE
http://purl.obolibrary.org/obo/DOID_0111334,congenital leptin deficiency,"A syndrome characterized by severe early-onset obesity, hyperphagia, hypogonadotropic hypogonadism, and neuroendocrine and metabolic dysfunction that has_material_basis_in homozygous or compound heterozygous mutation in LEP on chromosome 7q32.1.",http://purl.obolibrary.org/obo/DOID_0111334,deficiencia congénita de leptina,"Síndrome caracterizado por obesidad grave de aparición precoz, hiperfagia, hipogonadismo hipogonadotrópico y disfunción neuroendocrina y metabólica que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en LEP en el cromosoma 7q32.1.",TRUE
http://purl.obolibrary.org/obo/DOID_0111347,epidermolysis bullosa with congenital localized absence of skin and deformity of nails,"An autosomal dominant dystrophic epidermolysis bullosa characterized by severe blistering of skin and mucous membranes, congenital absence of skin on the lower extremities and congenital absence or deformity of nails that has_material_basis_in heterozygous mutation in the COL7A1 gene on chromosome 3p21.31.",http://purl.obolibrary.org/obo/DOID_0111347,epidermólisis bullosa con ausencia congénita localizada de piel y deformidad de las uñas,"Una epidermólisis bullosa distrófica autosómica dominante caracterizada por ampollas graves en la piel y las mucosas, ausencia congénita de piel en las extremidades inferiores y ausencia o deformidad congénita de las uñas que tiene_su_base_material_en una mutación heterocigota en el gen COL7A1 del cromosoma 3p21.31.",TRUE
http://purl.obolibrary.org/obo/DOID_0111359,large congenital melanocytic nevus,A skin disease characterized by the presence at birth of a pigmented skin lesion composed of melanocytes of more than 20 cm in projected adult diameter that has_material_basis_in somatic mutation in the NRAS gene on chromosome 11p15.5.,http://purl.obolibrary.org/obo/DOID_0111359,gran nevus melanocítico congénito,Enfermedad cutánea caracterizada por la presencia al nacer de una lesión cutánea pigmentada compuesta por melanocitos de más de 20 cm de diámetro proyectado en la edad adulta que tiene_su_base_material_en mutación somática en el gen NRAS del cromosoma 11p15.5.,TRUE
http://purl.obolibrary.org/obo/DOID_0111363,Heinz body anemia,"A congenital nonspherocytic hemolytic anemia characterized by nonspherocytic hemolytic anemia of Dacie type I with Heinz bodies seen in erythrocytes after splenectomy that has_material_basis_in heterozygous mutation in the HBA1, HBA2 or HBB genes on chromosome 11p15.4, 16p13.3, and 16p13.3, respectively.",http://purl.obolibrary.org/obo/DOID_0111363,anemia con cuerpos de Heinz,"Anemia hemolítica congénita no esferocítica caracterizada por anemia hemolítica no esferocítica de Dacie tipo I con cuerpos de Heinz observados en los eritrocitos tras una esplenectomía que tiene_su_base_material_en una mutación heterocigota en los genes HBA1,HBA2 o HBB en el cromosoma 11p15.4,16p13.3 y 16p13.3,respectivamente.",TRUE
http://purl.obolibrary.org/obo/DOID_0111396,congenital dyserythropoietic anemia type I,"A congenital dyserythropoietic anemia characterized by autosomal recessive inheritance of macrocytic anemia, ineffective erythropoiesis, and secondary hemochromatosis.",http://purl.obolibrary.org/obo/DOID_0111396,anemia diseritropoyética congénita tipo I,"Una anemia diseritropoyética congénita caracterizada por la herencia autosómica recesiva de anemia macrocítica, eritropoyesis ineficaz y hemocromatosis secundaria.",TRUE
http://purl.obolibrary.org/obo/DOID_1338,congenital dyserythropoietic anemia,"A congenital hemolytic anemia characterized by ineffective erythropoiesis, and resulting from a decrease in the number of red blood cells (RBCs) in the body and a less than normal quantity of hemoglobin in the blood.",http://purl.obolibrary.org/obo/DOID_1338,anemia diseritropoyética congénita,"Una anemia hemolítica congénita caracterizada por una eritropoyesis ineficaz, y que resulta de una disminución del número de glóbulos rojos (GR) en el organismo y de una cantidad de hemoglobina en la sangre inferior a la normal.",TRUE
http://purl.obolibrary.org/obo/DOID_0111397,congenital dyserythropoietic anemia type Ib,A congenital dyserythropoietic anemia type I that has_material_basis_in homozygous or compound heterozygous mutation in C15orf41 on chromosome 15q14.,http://purl.obolibrary.org/obo/DOID_0111397,anemia diseritropoyética congénita tipo Ib,Una anemia diseritropoyética congénita tipo I que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en C15orf41 en el cromosoma 15q14.,TRUE
http://purl.obolibrary.org/obo/DOID_0111398,congenital dyserythropoietic anemia type Ia,A congenital dyserythropoietic anemia type I that has_material_basis_in homozygous or compound heterozygous mutation in the CDAN1 gene on chromosome 15q15.2.,http://purl.obolibrary.org/obo/DOID_0111398,anemia diseritropoyética congénita tipo Ia,Una anemia diseritropoyética congénita tipo I que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en el gen CDAN1 del cromosoma 15q15.2.,TRUE
http://purl.obolibrary.org/obo/DOID_0111399,congenital dyserythropoietic anemia type III,"A congenital dyserythropoietic anemia characterized by nonprogressive mild to moderate anemia, macrocytosis in the peripheral blood, and giant multinucleated erythroblasts that has_material_basis_in heterozygous mutation in an 11 cM interval within chromosome 15q21-q25.",http://purl.obolibrary.org/obo/DOID_0111399,anemia diseritropoyética congénita tipo III,"Una anemia diseritropoyética congénita caracterizada por anemia no progresiva de leve a moderada, macrocitosis en la sangre periférica y eritroblastos multinucleados gigantes que tiene_su_base_material_en una mutación heterocigota en un intervalo de 11 cM dentro del cromosoma 15q21-q25.",TRUE
http://purl.obolibrary.org/obo/DOID_0111400,congenital dyserythropoietic anemia type IV,A congenital dyserythropoietic anemia characterized by ineffective erythropoiesis and hemolysis resulting in anemia and abnormal erythroblast morphology that has_material_basis_in heterozygous mutation in the KLF1 gene on chromosome 19p13.13.,http://purl.obolibrary.org/obo/DOID_0111400,anemia diseritropoyética congénita tipo IV,Una anemia diseritropoyética congénita caracterizada por una eritropoyesis ineficaz y hemólisis que provoca anemia y una morfología anormal de los eritroblastos que tiene_su_base_material_en una mutación heterocigota en el gen KLF1 del cromosoma 19p13.13.,TRUE
http://purl.obolibrary.org/obo/DOID_0111401,congenital dyserythropoietic anemia type II,"A congenital dyserythropoietic anemia characterized by mild to severe anemia, bi- and multinucleated erythroblasts in bone marrow, jaundice and splenomegaly and may lead to liver iron overload and gallstones that has_material_basis_in homozygous or compound heterozygous mutation in the SEC23B gene on chromosome 20p11.23.",http://purl.obolibrary.org/obo/DOID_0111401,anemia diseritropoyética congénita tipo II,"Una anemia diseritropoyética congénita caracterizada por anemia de leve a grave, eritroblastos binucleados y multinucleados en la médula ósea, ictericia y esplenomegalia y que puede provocar sobrecarga de hierro en el hígado y cálculos biliares que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en el gen SEC23B del cromosoma 20p11.23.",TRUE
http://purl.obolibrary.org/obo/DOID_0111568,congenital vertical talus,"A connective tissue disease characterized by dislocation of the talonavicular joint with vertical orientation of the talus and rigid dorsal dislocation of the navicular, equinus deformity of the calcaneus, abduction deformity of the forefoot, and contracture of the soft tissues of the hind- and mid-foot that has_material_basis_in heterozygous mutation in the HOXD10 gene on chromosome 2q31.1.",http://purl.obolibrary.org/obo/DOID_0111568,astrágalo vertical congénito,"Enfermedad del tejido conjuntivo caracterizada por la luxación de la articulación talonavicular con orientación vertical del astrágalo y luxación dorsal rígida del navicular, deformidad en equino del calcáneo, deformidad en abducción del antepié y contractura de los tejidos blandos del retropié y el mediopié que tiene_su_base_material_en una mutación heterocigota en el gen HOXD10 del cromosoma 2q31.1.",TRUE
http://purl.obolibrary.org/obo/DOID_0111591,"congenital heart defects, hamartomas of tongue, and polysyndactyly","A syndrome characterized by congenital heart defects, hamartomas of tongue, and polysyndactyly that has_material_basis_in homozygous or compound heterozygous mutation in the WDPCP gene on chromosome 2p15.",http://purl.obolibrary.org/obo/DOID_0111591,"defectos cardiacos congénitos, hamartoma lingual y polisindactilia","Síndrome caracterizado por defectos cardiacos congénitos, hamartoma lingual y polisindactilia que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen WDPCP del cromosoma 2p15.",TRUE
http://purl.obolibrary.org/obo/DOID_0111595,congenital contractural arachnodactyly,"A distal arthrogryposis characterized by contractures, arachnodactyly, scoliosis, and crumpled ears that has_material_basis_in heterozygous mutation in the FBN2 gene on chromosome 5q23.3.",http://purl.obolibrary.org/obo/DOID_0111595,aracnodactilia contractural congénita,"Una artrogriposis distal caracterizada por contracturas, aracnodactilia, escoliosis y orejas arrugadas que tiene_su_base_material_en una mutación heterocigota en el gen FBN2 del cromosoma 5q23.3.",TRUE
http://purl.obolibrary.org/obo/DOID_0111633,congenital sucrase-isomaltase deficiency,A carbohydrate metabolic disorder characterized by malabsorption of oligosaccharides and disaccharides that has_material_basis_in homozygous or compound heterozygous mutation in SI on chromosome 3q26.1.,http://purl.obolibrary.org/obo/DOID_0111633,deficiencia congénita de sucrasa-isomaltasa,Trastorno metabólico de los hidratos de carbono caracterizado por una mala absorción de oligosacáridos y disacáridos que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en SI en el cromosoma 3q26.1.,TRUE
http://purl.obolibrary.org/obo/DOID_0111646,congenital lactase deficiency,A carbohydrate metabolic disorder characterized by watery diarrhea in infants fed with breast milk or other lactose-containing formulas that has_material_basis_in homozygous or compound heterozygous mutation in LCT on chromosome 2q21.3.,http://purl.obolibrary.org/obo/DOID_0111646,deficiencia congénita de lactasa,Trastorno metabólico de los hidratos de carbono caracterizado por diarrea acuosa en lactantes alimentados con leche materna u otras fórmulas que contienen lactosa que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en LCT en el cromosoma 2q21.3.,TRUE
http://purl.obolibrary.org/obo/DOID_0111706,oblique facial clefting 1,"An orofacial cleft characterized by a congenital unilateral or bilateral oculo-facial defect beginning at the upper lip lateral to the Cupid's bow, then running lateral to the nasal wing, ending at the the lower eyelid lateral to the inferior punctum that has_material_basis_in heterozygous mutation in the SPECC1L gene on chromosome 22q11.23.",http://purl.obolibrary.org/obo/DOID_0111706,hendidura facial oblicua 1,"Una hendidura orofacial caracterizada por un defecto óculo-facial congénito unilateral o bilateral que comienza en el labio superior lateral al arco de Cupido, luego corre lateral al ala nasal, terminando en el párpado inferior lateral al punto inferior que tiene_su_base_material_en mutación heterocigota en el gen SPECC1L en el cromosoma 22q11.23.",TRUE
http://purl.obolibrary.org/obo/DOID_0111716,cryptophthalmia,A physical disorder characterized by ocular dysplasia with eyelid malformation.,http://purl.obolibrary.org/obo/DOID_0111716,criptoftalmia,Trastorno físico caracterizado por una displasia ocular con malformación de los párpados.,TRUE
http://purl.obolibrary.org/obo/DOID_0111717,isolated cryptophthalmia,A cryptophthalmia characterized by absence of the eyelids with skin covering the eye and often an underlying malformed eye.,http://purl.obolibrary.org/obo/DOID_0111717,criptoftalmia aislada,Una criptoftalmia caracterizada por la ausencia de párpados con piel que cubre el ojo y a menudo una malformación ocular subyacente.,TRUE
http://purl.obolibrary.org/obo/DOID_0111718,partial cryptophthalmia,"An isolated cryptophthalmia characterized by an ill-defined upper eyelid that is completely fused, often over an abnormally developed globe and a keratinized cornea.",http://purl.obolibrary.org/obo/DOID_0111718,criptoftalmia parcial,"Una criptoftalmia aislada caracterizada por un párpado superior mal definido y completamente fusionado, a menudo sobre un globo anormalmente desarrollado y una córnea queratinizada.",TRUE
http://purl.obolibrary.org/obo/DOID_0111719,complete cryptophthalmia,An isolated cryptophthalmia characterized by failure of formation of the lid folds and globe results in skin extending from the brow to the cheek without identifiable adnexal structures and often the presence of a vestigial ocular structure or cyst within the socket.,http://purl.obolibrary.org/obo/DOID_0111719,criptoftalmia completa,Una criptoftalmia aislada caracterizada por un fallo en la formación de los pliegues del párpado y el globo resulta en una piel que se extiende desde la ceja hasta la mejilla sin estructuras anexiales identificables y a menudo la presencia de una estructura ocular vestigial o un quiste dentro de la cuenca.,TRUE
http://purl.obolibrary.org/obo/DOID_0111720,congenital symblepharon,An isolated cryptophthalmia characterized by fusion of the upper eyelid skin to the superior aspect of the globe often associated with microphthalmia.,http://purl.obolibrary.org/obo/DOID_0111720,simbléfaron congénito,"Una criptoftalmia aislada caracterizada por la fusión de la piel del párpado superior con la cara superior del globo terráqueo, a menudo asociada a una microftalmia.",TRUE
http://purl.obolibrary.org/obo/DOID_0111733,pancreatic hypoplasia-diabetes-congenital heart disease syndrome,"A syndrome characterized by partial pancreatic agenesis, diabetes mellitus, and heart anomalies that has_material_basis_in heterozygous mutation in GATA6 on chromosome 18q11.2.",http://purl.obolibrary.org/obo/DOID_0111733,síndrome de hipoplasia pancreática-diabetes-cardiopatía congénita,"Síndrome caracterizado por agenesia pancreática parcial, diabetes mellitus y anomalías cardiacas que tiene_su_base_material_en una mutación heterocigota en GATA6 en el cromosoma 18q11.2.",TRUE
http://purl.obolibrary.org/obo/DOID_0111790,congenital nystagmus 1,A congenital nystagmus that has_material_basis_in mutation in the FRMD7 gene on chromosome Xq26.2.,http://purl.obolibrary.org/obo/DOID_0111790,nistagmo congénito 1,Un nistagmo congénito que tiene_su_base_material_en mutación en el gen FRMD7 en el cromosoma Xq26.2.,TRUE
http://purl.obolibrary.org/obo/DOID_9649,congenital nystagmus,"A pathologic nystagmus, present at birth, characterized by involuntary, rhythmic eye movements; oscillations are usually horizontal in direction.",http://purl.obolibrary.org/obo/DOID_9649,nistagmo congénito,"Un nistagmo patológico, presente al nacer, caracterizado por movimientos oculares involuntarios y rítmicos que ;oscilan normalmente en dirección horizontal.",TRUE
http://purl.obolibrary.org/obo/DOID_0111791,congenital nystagmus 7,A congenital nystagmus that has_material_basis_in heterozygous mutation in a region of chromosome 1q31.3-q32.1.,http://purl.obolibrary.org/obo/DOID_0111791,nistagmo congénito 7,Un nistagmo congénito que tiene_su_base_material_en una mutación heterocigota en una región del cromosoma 1q31.3-q32.1.,TRUE
http://purl.obolibrary.org/obo/DOID_0111792,congenital nystagmus 2,A congenital nystagmus that has_material_basis_in heterozygous mutation in a region of chromosome 6p12.,http://purl.obolibrary.org/obo/DOID_0111792,nistagmo congénito 2,Un nistagmo congénito que tiene_su_base_material_en una mutación heterocigota en una región del cromosoma 6p12.,TRUE
http://purl.obolibrary.org/obo/DOID_0111793,congenital nystagmus 3,A congenital nystagmus that has_material_basis_in heterozygous mutation in a region of chromosome 7p11.2.,http://purl.obolibrary.org/obo/DOID_0111793,nistagmo congénito 3,Un nistagmo congénito que tiene_su_base_material_en una mutación heterocigota en una región del cromosoma 7p11.2.,TRUE
http://purl.obolibrary.org/obo/DOID_0111795,congenital nystagmus 6,A congenital nystagmus that has_material_basis_in hemizygous of homoxygous mutation in the GPR143 gene on chromosome Xp22.2.,http://purl.obolibrary.org/obo/DOID_0111795,nistagmo congénito 6,Un nistagmo congénito que tiene_su_base_material_en una mutación hemicigota u homocigótica en el gen GPR143 del cromosoma Xp22.2.,TRUE
http://purl.obolibrary.org/obo/DOID_0111796,congenital nystagmus 5,A congenital nystagmus that has_material_basis_in hemizygous or heterozygous mutation in a region of chromosome Xp11.4.,http://purl.obolibrary.org/obo/DOID_0111796,nistagmo congénito 5,Un nistagmo congénito que tiene_su_base_material_en una mutación hemicigota o heterocigótica en una región del cromosoma Xp11.4.,TRUE
http://purl.obolibrary.org/obo/DOID_0111797,autosomal recessive congenital nystagmus,A congenital nystagmus characterized by autosomal recessive inheritance.,http://purl.obolibrary.org/obo/DOID_0111797,nistagmo congénito autosómico recesivo,Un nistagmo congénito caracterizado por una herencia autosómica recesiva.,TRUE
http://purl.obolibrary.org/obo/DOID_0111808,linear skin defects with multiple congenital anomalies 1,A syndromic microphthalmia characterized by unilateral or bilateral microphthalmia and linear skin defects on the face and neck in females and in utero lethality in males that has_material_basis_in heterozygous or hemizygous mutation in the HCCS gene on chromosome Xp22.2.,http://purl.obolibrary.org/obo/DOID_0111808,defectos cutáneos lineales con múltiples anomalías congénitas 1,Una microftalmia sindrómica caracterizada por microftalmia unilateral o bilateral y defectos cutáneos lineales en la cara y el cuello en las mujeres y muerte fetal en los hombres que tiene_su_base_material_en mutación heterocigota o hemicigota en el gen HCCS del cromosoma Xp22.2.,TRUE
http://purl.obolibrary.org/obo/DOID_0111835,congenital nongoitrous hypothyroidism 9,A congenital hypothyroidism characterized by a small thyroid gland with low free T4 levels and inappropriately normal levels of thyroid-stimulating hormone that has_material_basis_in hemizygous mutation in the IRS4 gene on chromosome Xq22.3.,http://purl.obolibrary.org/obo/DOID_0111835,hipotiroidismo congénito no nitroso 9,Un hipotiroidismo congénito caracterizado por una glándula tiroides pequeña con niveles bajos de T4 libre y niveles inapropiadamente normales de hormona estimulante de la tiroides que tiene_su_base_material_en mutación hemicigota en el gen IRS4 en el cromosoma Xq22.3.,TRUE
http://purl.obolibrary.org/obo/DOID_0111836,congenital nongoitrous hypothyroidism 7,"A congenital hypothyroidism characterized by normal-to-low T4 and normal-to-high thyrotropin levels, with reduced or absent pituitary responsiveness to thyrotropin-releasing hormone that has_material_basis_in homozygous or compound heterozygous mutation in the TRHR gene on chromosome 8q23.1.",http://purl.obolibrary.org/obo/DOID_0111836,hipotiroidismo congénito no nitroso 7,"Hipotiroidismo congénito caracterizado por niveles de T4 de normales a bajos y de tirotropina de normales a altos, con respuesta hipofisaria reducida o ausente a la hormona liberadora de tirotropina que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen TRHR del cromosoma 8q23.1.",TRUE
http://purl.obolibrary.org/obo/DOID_0111837,congenital nongoitrous hypothyroidism 8,A congenital hypothyroidism characterized by relatively mild central hypothyroidism that has_material_basis_in heterozygous or hemizygous mutation in the TBL1X gene on chromosome Xp22.3-p22.2.,http://purl.obolibrary.org/obo/DOID_0111837,hipotiroidismo congénito no nitroso 8,Hipotiroidismo congénito caracterizado por un hipotiroidismo central relativamente leve que tiene_su_base_material_en mutación heterocigota o hemicigota en el gen TBL1X del cromosoma Xp22.3-p22.2.,TRUE
http://purl.obolibrary.org/obo/DOID_0111839,congenital disorder of glycosylation Icc,"A congenital disorder of glycosylation type I characterized by developmental delay, impaired intellectual development, and mild facial dysmorphism associated with abnormal serum transferrin isoelectic focusing consistent with a type 1 pattern that has_material_basis_in hemizygous mutation in the MAGT1 gene on chromosome Xq21.1.",http://purl.obolibrary.org/obo/DOID_0111839,trastorno congénito de la glucosilación Icc,"Un trastorno congénito de la glucosilación tipo I caracterizado por retraso del desarrollo, desarrollo intelectual deficiente y dismorfismo facial leve asociado con un enfoque isoeléctrico anormal de la transferrina sérica consistente con un patrón de tipo 1 que tiene_su_base_material_en mutación hemicigota en el gen MAGT1 del cromosoma Xq21.1.",TRUE
http://purl.obolibrary.org/obo/DOID_0111846,X-linked congenital hemolytic anemia,A congenital hemolytic anemia characterized by mild congenital hemolytic anemia without morphologic red cell abnormalities that has_material_basis_in hemizygous mutation in the ATP11C gene on chromosome Xq27.1.,http://purl.obolibrary.org/obo/DOID_0111846,Anemia hemolítica congénita ligada al cromosoma X,Una anemia hemolítica congénita caracterizada por una anemia hemolítica congénita leve sin anomalías morfológicas de los glóbulos rojos que tiene_su_base_material_en una mutación hemicigota en el gen ATP11C del cromosoma Xq27.1.,TRUE
http://purl.obolibrary.org/obo/DOID_589,congenital hemolytic anemia,NA,http://purl.obolibrary.org/obo/DOID_589,anemia hemolítica congénita,NA,TRUE
http://purl.obolibrary.org/obo/DOID_0111862,congenital bilateral absence of vas deferens,A male infertility that is characterized by bilateral absence of the vas deferens resulting in obstroctive azoospermia and male infertility.,http://purl.obolibrary.org/obo/DOID_0111862,ausencia bilateral congénita de los conductos deferentes,"Infertilidad masculina que se caracteriza por la ausencia bilateral de los conductos deferentes, lo que provoca azoospermia obstructiva e infertilidad masculina.",TRUE
http://purl.obolibrary.org/obo/DOID_0111863,X-linked congenital bilateral absence of vas deferens,A congenital bilateral absence of vas deferens that has_material_basis_in mutation in the ADGRG2 gene on chromosome Xp22.13.,http://purl.obolibrary.org/obo/DOID_0111863,Ausencia bilateral congénita de conductos deferentes ligada al cromosoma X,Una ausencia bilateral congénita de conductos deferentes que tiene_su_base_material_en mutación en el gen ADGRG2 en el cromosoma Xp22.13.,TRUE
http://purl.obolibrary.org/obo/DOID_0111864,autosomal recessive congenital bilateral absence of vas deferens,A congenital bilateral absence of vas deferens that has_material_basis_in homozygous or compound heterozygous mutation in the CFTR gene on chromosome 7q31.2.,http://purl.obolibrary.org/obo/DOID_0111864,ausencia bilateral congénita autosómica recesiva de los conductos deferentes,Una ausencia bilateral congénita de los conductos deferentes que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en el gen CFTR del cromosoma 7q31.2.,TRUE
http://purl.obolibrary.org/obo/DOID_0111876,linear skin defects with multiple congenital anomalies 3,"A linear skin defects with multiple congenital anomalies characterized by linear skin defects, cardiomyopathy, and various other congenital anomalies that has_material_basis_in heterozygous mutation in the NDUFB11 gene on chromosome Xp11.3.",http://purl.obolibrary.org/obo/DOID_0111876,defectos cutáneos lineales con múltiples anomalías congénitas 3,"Un defecto cutáneo lineal con múltiples anomalías congénitas caracterizado por defectos cutáneos lineales, cardiomiopatía y otras anomalías congénitas diversas que tiene_su_base_material_en mutación heterocigota en el gen NDUFB11 del cromosoma Xp11.3.",TRUE
http://purl.obolibrary.org/obo/DOID_0111877,linear skin defects with multiple congenital anomalies 2,"A linear skin defects with multiple congenital anomalies characterized by linear skin defects, microcephaly, facial dysmorphism, and other congenital anomalies that has_material_basis_in heterozygous mutation in the COX7B gene on chromosome Xq21.1.",http://purl.obolibrary.org/obo/DOID_0111877,defectos cutáneos lineales con múltiples anomalías congénitas 2,"Un defecto cutáneo lineal con múltiples anomalías congénitas caracterizado por defectos cutáneos lineales, microcefalia, dismorfismo facial y otras anomalías congénitas que tiene_su_base_material_en una mutación heterocigota en el gen COX7B del cromosoma Xq21.1.",TRUE
http://purl.obolibrary.org/obo/DOID_0111878,Diamond-Blackfan anemia 7,A Diamond-Blackfan anemia that has_material_basis_in heterozygous mutation in the RPL11 gene on chromosome 1p36.11.,http://purl.obolibrary.org/obo/DOID_0111878,Anemia de Diamond-Blackfan 7,Una anemia de Diamond-Blackfan que tiene_su_base_material_en una mutación heterocigota en el gen RPL11 en el cromosoma 1p36.11.,TRUE
